GEO_ID,lessthan50K,50to75k,75to100k,morethan100k
12121,60.5,19.5,12.4,7.5
12123,67.2,15.7,8.2,8.9
12125,63.6,16.0,12.8,7.5
12127,57.7,17.9,10.8,13.6
12129,45.7,25.4,14.2,14.7
12131,52.9,17.1,9.9,20.1
12133,62.7,19.2,7.9,10.3
13001,63.8,15.0,9.0,12.2
13003,68.1,13.2,10.4,8.3
13005,61.1,17.5,11.9,9.5
13007,56.9,20.3,9.6,13.2
13009,62.9,15.4,9.9,11.7
13011,58.7,21.4,11.5,8.4
13013,47.2,22.5,14.0,16.3
13015,49.2,21.5,12.8,16.4
13017,73.1,14.1,6.5,6.3
13019,65.6,18.3,9.9,6.2
13021,60.1,16.2,9.4,14.5
13023,60.7,14.3,12.6,12.5
13025,63.9,16.7,9.7,9.7
13027,67.3,15.2,6.7,10.7
13029,38.9,16.4,14.1,30.6
13031,61.5,15.2,9.7,13.6
13033,64.3,13.6,9.5,12.7
13035,57.9,15.4,10.8,15.7
13037,73.3,12.7,4.3,9.7
13039,46.1,21.7,14.0,18.3
13043,64.6,20.2,7.4,7.9
13045,54.2,18.5,12.5,14.8
13047,47.1,21.8,13.4,17.7
13049,55.1,19.1,10.3,15.5
13051,50.4,18.1,11.6,20.0
13053,56.1,21.6,11.9,10.4
13055,66.8,18.1,7.3,7.7
13057,32.5,19.1,15.3,33.3
13059,65.4,13.1,7.8,13.8
13061,79.6,9.1,6.6,4.7
13063,57.8,20.2,10.8,11.1
13065,69.7,13.2,6.3,10.8
13067,36.4,18.0,13.1,32.5
13069,65.9,16.0,8.1,10.0
13071,66.2,15.2,7.7,11.1
13073,31.3,21.0,16.3,31.5
13075,62.6,19.0,9.0,9.4
13077,38.2,18.9,15.8,27.1
13079,59.2,17.9,10.1,13.0
13081,67.3,13.1,9.2,10.4
13083,54.8,18.0,10.7,16.4
13085,40.0,20.6,14.4,25.0
13087,65.3,14.8,8.8,11.1
13089,47.3,17.8,11.0,24.0
13091,64.7,13.7,9.9,11.7
13093,68.6,15.8,6.8,8.8
13095,65.3,15.3,8.0,11.3
13097,43.8,21.5,13.8,21.0
13099,69.6,13.2,8.4,8.8
13101,61.8,17.0,7.0,14.1
13103,37.7,21.5,16.1,24.8
13105,65.5,14.8,7.6,12.1
13107,69.6,13.4,8.6,8.4
13109,59.6,17.2,10.6,12.6
13111,58.8,19.9,9.2,12.2
13113,29.2,16.4,14.0,40.5
13115,55.9,17.8,10.9,15.5
13117,25.4,15.0,12.9,46.8
13119,64.4,17.4,8.8,9.4
13121,43.3,16.2,10.2,30.3
13123,56.9,18.2,12.4,12.5
13125,59.5,19.5,13.7,7.4
13127,53.4,15.7,11.4,19.4
13129,59.7,18.0,9.6,12.8
13131,64.7,16.1,9.4,9.8
13133,55.0,16.9,8.5,19.7
13135,39.8,19.5,14.1,26.7
13137,57.8,18.6,11.5,12.1
13139,47.8,19.4,12.5,20.3
13141,75.2,11.1,7.4,6.3
13143,55.8,17.5,10.3,16.3
13145,39.9,14.8,14.8,30.6
13147,61.5,17.6,8.7,12.2
13149,56.6,18.3,12.3,12.7
13151,39.3,21.7,15.7,23.3
13153,45.3,20.4,13.2,20.9
13155,68.1,16.0,6.1,9.8
13157,45.2,21.1,13.4,20.3
13159,62.5,15.8,9.3,12.5
13161,63.4,13.8,12.1,10.7
13163,69.0,16.8,7.1,7.1
13165,69.8,15.8,5.9,8.6
13167,67.9,14.2,9.7,8.2
13169,47.8,17.3,14.7,20.2
13171,60.5,14.1,12.2,13.3
13173,64.8,14.3,12.8,8.1
13175,64.7,15.2,8.1,12.1
13177,38.7,20.0,12.7,28.5
13179,58.1,21.0,10.4,10.5
13181,64.5,13.5,9.3,12.7
13183,48.8,25.2,15.2,10.9
13185,60.2,16.4,9.9,13.5
13187,59.5,17.9,9.8,12.7
13189,61.0,17.3,8.7,13.0
13191,55.2,16.4,14.6,13.7
13193,74.8,12.6,8.1,4.5
13195,55.1,19.2,12.4,13.4
13197,64.4,17.1,10.1,8.2
13199,61.4,17.9,10.7,10.1
13201,63.0,18.1,7.2,11.6
13205,70.0,13.8,8.6,7.6
13207,49.1,19.5,9.9,21.5
13209,63.9,14.4,9.7,12.1
13211,46.1,20.0,15.9,18.0
13213,61.5,20.3,9.8,8.3
13215,56.1,19.0,10.6,14.3
13217,48.8,20.7,13.2,17.4
13219,32.5,16.9,12.7,37.8
13221,57.3,19.6,12.8,10.3
13223,38.9,22.1,15.5,23.4
13225,56.9,16.3,11.3,15.6
13227,44.4,20.4,11.6,23.6
13229,55.8,20.1,10.0,14.2
13231,49.1,19.6,10.9,20.5
13233,59.9,17.7,11.1,11.4
13235,61.7,17.2,10.9,10.2
13237,52.9,19.4,10.9,16.7
13239,72.5,17.7,7.3,2.5
13241,60.5,15.8,10.8,12.8
13243,76.7,10.8,6.3,6.1
13245,61.9,16.1,9.7,12.3
13247,49.0,20.2,12.8,18.0
13249,58.5,17.3,12.5,11.8
13251,61.4,19.1,8.3,11.2
13253,66.2,14.3,8.5,11.1
13255,58.4,18.9,10.8,12.0
13257,60.7,16.3,10.2,12.8
13259,73.8,15.2,7.2,3.7
13261,65.0,15.3,7.8,11.8
13263,67.1,16.2,8.4,8.3
13265,72.9,14.2,9.4,3.6
13267,64.4,14.4,9.7,11.6
13269,73.0,11.0,7.5,8.6
13271,78.0,9.2,7.9,5.0
13273,67.3,13.6,11.4,7.7
13275,61.2,19.6,6.4,12.7
13277,61.8,15.3,8.4,14.4
13279,64.9,14.8,10.1,10.3
13281,62.9,18.5,8.2,10.3
13283,58.7,19.6,15.0,6.7
13285,56.2,19.7,9.3,14.8
13287,64.7,18.9,7.7,8.7
13289,67.7,10.4,6.2,15.9
13291,56.2,18.1,13.8,11.9
13293,64.5,17.5,9.4,8.6
13295,59.2,19.0,9.8,12.0
13297,44.6,21.1,14.2,20.0
13299,65.6,15.1,9.3,10.0
13301,68.2,15.6,8.3,7.9
13303,63.3,13.2,11.7,11.7
13305,58.9,17.2,11.4,12.4
13307,59.7,18.3,10.9,11.0
13309,71.7,16.6,6.9,4.9
13311,58.0,18.5,9.9,13.6
13313,57.8,19.4,9.1,13.7
13315,66.3,13.8,10.5,9.6
13317,65.9,18.3,6.2,9.5
13319,59.4,21.8,9.5,9.4
13321,62.8,16.9,11.3,9.0
15001,46.9,18.5,12.2,22.4
15003,30.8,17.7,14.4,37.1
15007,37.3,17.3,15.1,30.3
15009,36.0,18.8,14.8,30.5
16001,42.8,19.8,13.3,24.2
16003,59.7,18.2,10.5,11.7
16005,54.2,17.3,12.4,16.0
16007,53.7,18.7,16.3,11.3
16009,58.2,20.8,9.2,11.7
16011,50.0,22.5,11.7,15.7
16013,44.7,18.2,13.2,23.9
16015,53.6,17.1,7.4,21.8
16017,57.3,18.4,12.6,11.7
16019,47.1,20.5,12.7,19.9
16021,59.2,18.1,9.5,13.3
16023,59.7,15.0,10.7,14.6
16025,57.8,19.5,10.0,12.7
16027,55.8,21.5,11.0,11.6
16029,44.4,20.2,19.3,16.0
16031,53.7,21.9,12.1,12.3
16033,63.4,18.1,12.5,5.9
16035,61.9,18.7,9.2,10.3
16037,60.3,12.3,17.2,10.2
16039,54.7,19.7,11.8,13.9
16041,49.5,22.5,14.9,13.1
16043,50.1,21.0,15.0,13.8
16045,62.5,20.4,8.2,8.8
16047,58.3,19.7,10.4,11.6
16049,63.6,22.4,6.8,7.2
16051,44.8,24.2,12.7,18.2
16053,55.1,23.5,9.8,11.5
16055,48.9,21.1,11.7,18.4
16057,56.7,18.0,9.0,16.2
16059,65.6,16.9,7.8,9.8
16061,62.8,16.8,10.4,10.0
16063,55.3,21.4,13.4,9.8
16065,64.2,14.0,10.4,11.3
16067,54.2,21.6,12.8,11.3
16069,50.5,21.6,13.7,14.3
16071,60.5,21.9,9.5,7.9
16073,66.0,16.7,7.7,9.5
16075,55.8,18.9,12.5,12.8
16077,53.6,24.8,6.9,14.8
16079,63.0,16.7,11.3,9.1
16081,41.9,21.3,17.7,19.1
16083,54.2,20.3,11.8,13.7
16085,46.5,23.3,12.1,18.0
16087,65.2,15.5,10.2,9.1
17001,51.3,20.4,12.9,15.3
17003,73.8,13.1,5.8,7.3
17005,47.0,22.3,12.6,18.2
17007,40.4,22.0,13.0,24.7
17009,46.4,19.5,17.7,16.5
17011,48.4,20.5,13.0,18.1
17013,45.1,23.9,15.3,15.8
17015,49.9,21.0,13.6,15.5
17017,51.0,21.3,12.8,14.9
17019,50.6,17.5,11.6,20.3
17021,52.5,21.5,12.0,13.9
17023,51.6,21.2,13.7,13.5
17025,53.9,20.5,12.1,13.4
17027,37.7,20.1,14.7,27.4
17029,59.4,16.8,11.0,12.8
17031,44.7,16.7,12.0,26.8
17033,52.3,17.1,12.3,18.4
17035,53.3,20.7,11.9,14.1
17037,45.0,19.9,12.7,22.4
17039,45.4,20.3,15.7,18.6
17041,47.0,21.6,14.0,17.5
17043,29.8,16.4,13.7,40.1
17045,52.9,21.1,12.4,13.7
17047,54.1,17.7,13.2,15.1
17049,47.7,19.8,13.0,19.5
17051,55.5,16.2,13.5,14.9
17053,50.8,21.5,12.2,15.5
17055,59.6,19.5,9.5,11.4
17057,53.6,19.7,13.3,13.5
17059,61.8,14.9,11.4,11.9
17061,57.2,19.7,11.3,11.8
17063,36.6,18.7,14.0,30.7
17065,52.2,20.1,10.9,16.8
17067,49.8,21.6,14.1,14.4
17069,58.9,19.9,8.6,12.6
17071,53.3,21.7,11.5,13.6
17073,45.6,20.3,14.3,19.8
17075,51.8,20.8,12.7,14.8
17077,64.2,14.1,7.9,13.9
17079,43.2,23.1,16.6,17.1
17081,56.1,17.9,10.6,15.4
17083,46.9,18.4,15.0,19.7
17085,44.9,20.2,15.7,19.3
17087,54.0,18.3,10.7,16.9
17089,34.5,17.5,13.7,34.3
17091,45.1,21.4,13.5,20.1
17093,24.2,18.3,18.4,39.1
17095,59.5,17.5,10.3,12.7
17097,31.1,16.0,12.5,40.4
17099,48.3,19.4,13.0,19.3
17101,55.9,16.6,17.0,10.4
17103,45.6,21.6,13.6,19.3
17105,46.0,19.5,15.2,19.2
17107,46.6,23.4,13.3,16.6
17109,56.6,15.2,11.7,16.6
17111,29.8,17.5,16.0,36.7
17113,39.9,17.6,13.6,29.0
17115,52.4,18.2,12.2,17.2
17117,47.9,19.2,15.2,17.9
17119,45.5,19.0,13.3,22.2
17121,56.0,18.9,12.7,12.5
17123,44.5,22.7,13.1,19.6
17125,55.2,19.4,11.2,14.2
17127,58.0,16.0,13.1,12.9
17129,41.9,19.3,14.6,24.4
17131,44.5,22.8,15.4,17.2
17133,32.8,18.3,15.5,33.2
17135,54.9,18.8,12.1,14.2
17137,51.9,18.5,12.4,17.1
17139,48.9,19.6,13.5,17.9
17141,44.3,20.0,12.8,22.9
17143,48.5,17.8,12.8,21.0
17145,55.2,19.6,11.6,13.6
17147,37.8,16.8,17.9,27.6
17149,59.8,17.2,10.8,12.1
17151,58.3,19.7,10.1,11.9
17153,67.4,17.2,6.9,8.6
17155,42.7,15.5,19.8,22.1
17157,51.6,20.4,13.2,14.8
17159,54.8,19.4,12.0,13.8
17161,49.8,19.8,12.2,18.2
17163,50.0,16.1,12.1,21.8
17165,58.8,17.7,10.1,13.4
17167,44.4,18.2,13.3,24.0
17169,52.3,20.7,13.5,13.5
17171,52.4,21.6,10.6,15.5
17173,51.6,20.3,14.9,13.3
17175,47.8,23.0,11.9,17.3
17177,54.8,19.3,10.5,15.4
17179,41.1,20.6,15.2,23.2
17181,55.0,18.4,12.0,14.4
17183,55.8,19.2,11.9,13.2
17185,52.7,18.9,13.5,14.9
17187,56.1,16.9,12.3,14.8
17189,45.0,20.9,12.8,21.5
17191,53.7,20.4,12.8,13.0
17193,56.2,19.7,11.4,12.6
17195,50.5,21.0,12.8,15.7
17197,30.5,17.8,14.8,37.0
17199,54.2,18.3,10.5,17.1
17201,50.5,19.1,13.0,17.5
17203,34.8,20.7,15.7,28.7
18001,52.4,21.0,12.8,13.7
18003,50.5,20.1,12.3,17.2
18005,44.5,20.5,13.7,21.3
18007,52.3,19.4,14.6,13.7
18009,61.1,19.0,10.5,9.2
18011,34.0,17.5,12.9,35.6
18013,42.9,20.5,15.6,20.9
18015,45.9,22.6,12.4,19.1
18017,55.9,22.0,10.6,11.6
18019,48.2,20.3,14.4,17.1
18021,50.2,23.1,12.8,13.8
18023,49.9,19.9,13.1,17.0
18025,59.3,23.8,8.6,8.5
18027,51.5,20.9,12.1,15.5
18029,40.0,21.7,14.2,24.2
18031,48.0,23.8,13.3,14.8
18033,49.4,23.0,12.7,15.0
18035,60.1,17.6,10.2,12.1
18037,44.5,19.9,16.3,19.4
18039,50.5,21.8,13.3,14.5
18041,60.2,19.4,9.8,10.7
18043,44.4,19.0,13.4,23.1
18045,53.3,20.4,12.1,14.2
18047,48.2,21.1,12.7,18.0
18049,54.5,22.7,11.5,11.3
18051,50.4,17.9,14.9,16.9
18053,60.1,19.9,10.9,9.0
18055,54.1,19.9,13.6,12.4
18057,26.1,16.1,14.6,43.3
18059,36.4,19.7,15.8,28.1
18061,46.9,21.0,14.9,17.2
18063,32.2,19.9,16.1,31.7
18065,56.3,19.8,12.2,11.6
18067,53.6,17.8,12.5,16.3
18069,52.3,20.8,12.6,14.3
18071,51.1,20.2,14.1,14.5
18073,44.2,22.1,15.6,18.0
18075,58.2,21.9,9.5,10.4
18077,53.0,18.6,14.0,14.3
18079,51.9,23.3,13.1,11.6
18081,38.8,20.1,15.1,25.9
18083,55.0,20.7,10.8,13.5
18085,44.6,23.8,13.2,18.3
18087,44.7,24.9,12.9,17.4
18089,49.2,19.0,12.6,19.3
18091,51.6,18.9,13.4,16.1
18093,53.3,20.1,13.7,12.7
18095,55.4,19.6,11.7,13.3
18097,55.9,17.7,10.6,15.8
18099,50.2,19.4,15.0,15.4
18101,52.4,22.7,12.6,12.5
18103,53.6,22.3,11.8,12.2
18105,55.3,16.1,10.5,18.1
18107,49.7,21.4,14.5,14.3
18109,42.9,21.8,14.1,21.2
18111,49.8,22.7,12.6,14.9
18113,50.3,21.9,12.8,14.9
18115,46.5,18.4,18.6,16.4
18117,59.1,20.4,9.5,11.0
18119,53.7,21.8,12.6,11.9
18121,55.9,20.6,10.4,13.2
18123,52.1,20.6,14.1,13.1
18125,51.4,17.9,14.5,16.3
18127,38.5,18.7,14.6,28.3
18129,40.2,20.3,16.8,22.6
18131,55.8,19.1,12.8,12.2
18133,47.9,19.9,16.2,16.2
18135,58.8,18.8,12.0,10.4
18137,47.6,21.2,16.4,14.8
18139,53.6,17.9,14.4,13.9
18141,53.1,18.8,11.4,16.6
18143,53.6,22.6,9.3,14.4
18145,46.6,21.6,14.3,17.3
18147,45.2,23.1,13.7,18.1
18149,56.5,21.8,11.0,10.7
18151,49.5,21.7,14.2,14.6
18153,56.1,17.8,13.7,12.5
18155,57.5,24.8,9.5,8.2
18157,51.9,19.2,11.5,17.4
18159,45.1,20.5,15.8,18.8
18161,54.4,22.4,12.3,10.8
18163,55.7,17.5,11.3,15.5
18165,55.8,23.5,9.8,10.8
18167,58.7,17.7,10.5,13.2
18169,52.7,22.8,12.5,11.9
18171,39.1,23.7,18.8,18.4
18173,39.7,20.2,13.6,26.5
18175,55.3,20.5,12.8,11.3
18177,60.0,17.5,10.4,12.1
18179,47.2,23.4,14.0,15.4
18181,48.5,22.2,14.7,14.7
18183,43.0,23.3,14.9,18.8
19001,51.2,20.8,13.2,14.7
19003,51.2,23.4,12.0,13.4
19005,51.4,19.9,12.9,15.9
19007,60.2,19.2,10.9,9.8
19009,52.4,19.7,12.9,14.8
19011,40.8,18.6,17.1,23.5
19013,49.6,20.3,12.9,17.1
19015,44.8,23.6,12.4,19.3
19017,37.4,20.5,15.8,26.3
19019,44.9,20.3,14.0,20.8
19021,50.1,20.0,14.1,15.8
19023,47.1,23.7,13.6,15.6
19025,54.7,19.4,11.0,14.8
19027,47.7,18.0,17.3,17.1
19029,55.7,19.8,12.1,12.4
19031,37.9,25.6,15.1,21.4
19033,51.9,20.4,12.0,15.7
19035,48.5,22.6,13.2,15.7
19037,52.3,18.8,13.0,15.8
19039,55.1,18.2,12.7,13.9
19041,50.8,18.0,15.1,16.0
19043,51.9,19.5,14.6,13.9
19045,49.9,18.7,12.2,19.2
19047,50.2,19.8,14.6,15.4
19049,29.8,17.5,13.9,38.6
19051,50.4,21.9,13.5,14.2
19053,61.5,16.2,11.0,11.2
19055,39.7,23.0,15.9,21.4
19057,56.2,17.8,12.0,14.1
19059,42.8,19.9,13.4,23.8
19061,44.9,20.0,15.3,20.0
19063,53.2,18.0,11.4,17.4
19065,52.3,20.4,13.0,14.2
19067,52.3,21.2,9.9,16.6
19069,53.7,20.0,11.3,15.1
19071,46.6,22.9,10.3,20.3
19073,51.6,17.7,13.7,16.9
19075,41.3,21.2,15.6,21.9
19077,46.8,21.5,14.9,16.7
19079,46.3,24.3,12.7,16.7
19081,46.1,22.0,16.5,15.4
19083,46.8,20.4,15.0,17.8
19085,45.1,21.8,14.1,18.8
19087,50.5,22.6,12.3,14.7
19089,50.4,22.5,12.3,14.7
19091,51.9,17.2,12.4,18.5
19093,50.1,18.4,13.8,17.7
19095,46.5,19.3,13.7,20.6
19097,51.2,20.2,13.8,15.1
19099,45.7,20.8,16.4,17.0
19101,54.1,18.8,13.0,14.2
19103,45.0,15.2,13.2,26.7
19105,45.5,21.3,14.1,19.1
19107,53.4,21.0,11.8,13.5
19109,45.1,23.2,15.2,16.5
19111,54.0,20.2,13.9,11.8
19113,40.9,19.1,15.3,24.7
19115,48.1,20.9,14.6,16.5
19117,51.0,22.9,9.1,17.0
19119,40.0,25.0,14.6,20.4
19121,39.1,23.1,14.9,22.8
19123,50.4,22.1,12.2,15.4
19125,42.3,22.4,16.6,18.7
19127,43.9,25.5,14.1,16.5
19129,38.0,17.3,16.8,28.0
19131,47.6,20.7,13.8,17.8
19133,58.6,16.9,11.9,12.7
19135,52.4,22.4,9.7,15.4
19137,56.6,20.4,9.6,13.3
19139,44.4,21.5,14.5,19.6
19141,46.8,20.8,16.2,16.2
19143,51.6,21.6,11.7,15.1
19145,52.7,20.8,10.5,16.1
19147,51.0,19.5,14.3,15.2
19149,40.5,22.0,15.8,21.7
19151,52.4,19.3,14.1,14.1
19153,40.1,20.0,14.1,25.8
19155,46.9,20.2,14.6,18.4
19157,49.0,21.2,12.6,17.1
19159,52.9,25.5,8.1,13.5
19161,50.6,21.8,11.8,15.8
19163,44.3,18.2,13.8,23.7
19165,46.4,21.4,14.1,18.2
19167,37.0,24.0,16.6,22.4
19169,48.9,17.5,12.6,20.9
19171,45.0,24.1,12.7,18.3
19173,53.4,21.9,8.8,15.8
19175,54.5,19.1,11.6,14.7
19177,54.3,19.8,11.9,14.2
19179,57.1,17.4,13.0,12.5
19181,35.5,20.0,16.2,28.2
19183,43.7,21.3,15.0,20.0
19185,56.6,22.3,10.3,10.9
19187,57.1,17.6,11.1,14.1
19189,50.8,20.4,13.3,15.6
19191,42.4,21.2,17.6,18.7
19193,50.7,19.9,13.8,15.5
19195,50.7,21.3,14.5,13.5
19197,52.8,17.8,11.5,17.8
20001,59.8,19.5,11.6,9.1
20003,58.8,17.9,12.1,11.1
20005,53.6,22.1,10.0,14.3
20007,50.6,21.0,12.0,16.4
20009,54.3,20.1,11.9,13.6
20011,58.3,17.7,11.9,12.0
20013,55.2,22.2,10.9,11.6
20015,40.6,20.6,15.3,23.4
20017,55.3,17.1,13.7,13.9
20019,60.9,18.3,8.6,12.2
20021,59.0,19.3,11.1,10.6
20023,53.9,18.9,10.8,16.5
20025,57.4,18.8,11.6,12.2
20027,45.0,24.4,12.0,18.5
20029,59.7,20.9,8.4,11.1
20031,43.7,19.7,12.3,24.3
20033,55.3,20.0,12.0,12.7
20035,54.6,19.7,10.6,15.2
20037,61.3,17.4,9.6,11.8
20039,62.0,16.7,8.2,13.0
20041,51.9,19.7,13.4,15.0
20043,50.2,24.4,9.0,16.4
20045,47.9,18.5,11.6,22.0
20047,51.5,20.7,10.8,16.9
20049,58.8,24.7,7.9,8.6
20051,49.8,20.7,11.3,18.1
20053,51.2,23.1,13.2,12.5
20055,49.3,20.7,13.0,17.1
20057,50.3,22.2,14.4,13.2
20059,48.4,20.7,15.9,14.9
20061,57.3,19.4,11.6,11.8
20063,52.6,19.3,13.2,14.8
20065,56.0,21.0,10.1,12.8
20067,43.7,21.1,16.7,18.5
20069,38.2,26.2,13.3,22.2
20071,51.1,23.8,10.7,14.4
20073,60.4,19.3,8.3,12.1
20075,52.2,19.0,13.2,15.6
20077,51.8,19.3,16.1,12.9
20079,47.8,21.5,11.5,19.3
20081,44.7,22.8,14.4,18.3
20083,44.6,18.9,18.3,18.2
20085,45.0,22.0,15.8,17.3
20087,41.4,22.2,18.3,18.2
20089,64.6,16.8,8.4,10.2
20091,30.5,17.4,14.2,37.9
20093,51.1,17.9,14.0,17.0
20095,44.4,18.0,17.8,19.8
20097,54.3,17.3,14.4,14.1
20099,57.8,18.9,11.1,12.0
20101,41.2,28.0,15.6,15.2
20103,37.0,19.8,15.3,27.9
20105,50.2,21.5,14.6,13.8
20107,53.5,20.6,11.6,14.3
20109,52.4,18.3,16.4,12.9
20111,60.1,17.6,10.0,12.4
20113,43.2,22.7,13.8,20.3
20115,51.6,21.2,13.8,13.6
20117,52.8,20.4,13.0,14.0
20119,45.4,25.2,13.4,16.0
20121,38.7,19.6,13.5,28.3
20123,50.2,21.4,15.5,12.8
20125,58.5,17.9,11.3,12.2
20127,51.7,21.0,14.0,13.3
20129,54.7,19.9,11.9,13.6
20131,49.6,17.9,14.8,17.8
20133,55.5,20.9,9.8,13.7
20135,52.8,18.5,10.6,18.1
20137,52.7,19.9,14.2,13.2
20139,48.2,21.9,15.1,14.7
20141,56.9,16.3,11.2,15.7
20143,47.8,20.8,15.7,15.7
20145,52.2,23.6,12.9,11.2
20147,55.3,18.8,12.4,13.5
20149,38.4,23.1,15.2,23.3
20151,51.1,22.9,8.3,17.8
20153,50.5,23.6,9.7,16.1
20155,53.6,21.9,11.7,12.7
20157,60.1,19.0,9.8,11.1
20159,52.1,20.6,13.4,13.8
20161,53.4,17.2,11.0,18.3
20163,54.3,19.8,12.4,13.7
20165,56.6,19.5,12.3,11.7
20167,54.7,26.2,7.9,11.2
20169,52.1,20.1,13.6,14.2
20171,39.5,21.0,15.2,24.2
20173,48.9,19.4,11.7,20.2
20175,52.3,17.6,14.8,15.3
20177,47.8,20.3,12.9,19.1
20179,49.0,20.2,14.4,16.5
20181,51.8,27.7,11.3,9.1
20183,57.3,18.3,10.1,14.3
20185,53.3,17.5,14.8,14.3
20187,51.7,19.4,17.3,11.5
20189,44.8,22.5,15.1,17.7
20191,49.0,20.7,13.0,17.4
20193,48.8,21.0,13.1,17.0
20195,44.1,25.3,13.1,17.4
20197,44.1,21.9,18.9,15.1
20199,52.4,10.6,13.1,24.0
20201,54.8,20.2,12.9,12.1
20203,44.7,19.7,16.4,19.1
20205,57.0,21.8,9.4,11.8
20207,63.9,23.3,6.8,5.9
20209,60.1,17.9,10.5,11.3
21001,64.1,16.9,9.1,10.0
21003,58.6,17.5,13.0,11.0
21005,46.9,22.6,14.6,15.9
21007,55.4,17.5,10.1,16.9
21009,62.5,16.8,10.0,10.7
21011,65.8,17.2,8.7,8.3
21013,78.5,11.0,6.3,4.2
21015,34.0,19.9,15.4,30.7
21017,54.5,18.9,12.0,14.3
21019,54.8,19.4,10.7,15.2
21021,58.8,14.0,12.7,14.4
21023,58.1,17.8,11.8,12.3
21025,74.6,13.8,5.1,6.7
21027,56.6,18.8,13.0,11.6
21029,42.2,22.0,16.4,19.3
21031,61.0,18.4,10.9,9.7
21033,55.8,20.3,10.9,13.0
21035,62.0,15.9,10.1,12.0
21037,44.6,17.3,13.2,24.9
21039,57.8,18.2,8.9,15.2
21041,57.8,17.9,7.5,16.8
21043,64.1,17.9,8.1,9.8
21045,68.7,13.2,8.9,9.3
21047,61.4,19.2,8.2,11.2
21049,50.7,19.3,12.2,17.9
21051,77.1,10.3,7.1,5.5
21053,70.0,14.4,7.1,8.5
21055,58.3,16.0,12.5,13.1
21057,72.2,16.1,4.3,7.5
21059,52.6,18.7,11.8,16.8
21061,59.5,18.5,9.4,12.5
21063,73.1,14.1,6.7,6.1
21065,70.2,16.7,6.8,6.3
21067,49.5,17.3,11.4,21.8
21069,61.5,14.7,12.8,11.1
21071,68.2,16.0,6.9,8.8
21073,48.7,21.4,12.4,17.6
21075,72.8,13.4,5.6,8.2
21077,48.0,22.8,16.2,13.0
21079,54.1,18.1,13.9,14.0
21081,55.7,17.7,12.8,13.9
21083,59.6,17.7,9.8,12.7
21085,63.9,16.7,8.0,11.5
21087,63.4,17.7,9.7,9.2
21089,53.4,19.8,10.0,16.9
21091,51.0,20.3,12.7,16.2
21093,48.6,19.8,12.9,18.7
21095,74.9,12.2,5.3,7.6
21097,57.4,16.8,10.4,15.3
21099,67.4,16.4,8.4,7.8
21101,57.1,16.2,12.9,13.8
21103,49.6,24.0,13.1,13.5
21105,66.1,16.9,12.6,4.6
21107,55.8,20.1,10.5,13.8
21109,71.0,15.0,7.3,6.6
21111,50.0,18.2,11.4,20.4
21113,47.9,19.5,12.0,20.6
21115,65.2,15.7,8.5,10.5
21117,44.7,19.0,14.2,22.1
21119,68.1,14.8,8.8,8.4
21121,75.0,14.1,4.7,6.2
21123,59.3,21.7,9.0,10.1
21125,63.4,18.2,8.3,10.2
21127,65.3,16.0,9.3,9.4
21129,78.9,12.7,4.9,3.5
21131,74.9,13.2,6.9,5.2
21133,70.2,13.1,9.4,7.2
21135,68.0,12.8,11.1,8.1
21137,65.4,14.8,10.5,9.3
21139,56.0,20.3,11.4,12.4
21141,60.3,21.2,9.1,9.3
21143,52.5,21.5,9.3,16.7
21145,56.0,17.7,8.8,17.4
21147,80.5,12.7,4.0,2.7
21149,55.6,17.3,15.3,11.8
21151,55.4,17.8,10.8,16.0
21153,70.6,16.3,6.7,6.4
21155,62.8,16.3,10.0,11.0
21157,53.5,18.3,12.3,16.0
21159,73.8,10.9,7.5,7.9
21161,60.1,14.1,10.3,15.6
21163,49.9,21.1,12.3,16.6
21165,64.8,19.7,8.0,7.6
21167,53.8,19.0,11.9,15.4
21169,68.0,14.0,8.4,9.5
21171,66.5,15.9,9.5,8.1
21173,60.1,16.4,12.1,11.4
21175,69.1,13.9,7.3,9.7
21177,59.3,18.4,10.3,12.0
21179,48.0,21.9,13.6,16.5
21181,61.0,16.8,9.4,12.8
21183,61.5,18.5,11.3,8.6
21185,26.8,16.1,15.2,42.1
21187,60.2,17.0,10.4,12.4
21189,65.3,17.3,8.4,9.0
21191,50.2,21.6,12.7,15.6
21193,66.9,16.3,7.0,9.9
21195,66.2,14.6,8.3,10.9
21197,61.7,19.3,10.8,8.0
21199,65.0,15.1,8.8,11.1
21201,63.2,18.1,4.5,14.2
21203,66.0,18.3,7.2,8.7
21205,64.3,15.0,8.2,12.5
21207,69.5,15.6,7.5,7.4
21209,38.9,19.7,14.8,26.6
21211,41.4,18.5,16.5,23.6
21213,58.1,19.1,10.5,12.2
21215,35.8,21.1,16.7,26.5
21217,65.8,17.8,7.6,8.7
21219,59.2,21.6,10.3,8.9
21221,53.2,18.3,12.0,16.3
21223,54.7,16.8,13.0,15.4
21225,59.6,14.2,12.5,13.8
21227,52.8,19.0,12.2,16.0
21229,56.8,19.5,13.3,10.4
21231,72.9,14.5,6.3,6.2
21233,60.4,17.5,9.7,12.4
21235,66.7,16.6,7.4,9.5
21237,78.8,11.2,4.5,5.5
21239,43.1,18.7,12.9,25.3
22001,58.3,16.7,11.1,13.8
22003,59.6,15.5,12.1,12.8
22005,35.2,17.0,14.8,33.0
