GEO_ID,lessthan50K,50to75k,75to100k,morethan100k
22007,52.0,13.6,15.1,19.3
22009,62.3,15.5,9.2,12.9
22011,52.6,17.7,13.0,16.8
22013,62.4,15.4,11.1,11.1
22015,48.2,18.2,12.8,20.9
22017,58.0,15.2,9.9,16.9
22019,53.1,16.9,10.9,19.0
22021,65.9,14.0,7.6,12.6
22023,37.8,18.6,15.0,28.6
22025,60.9,12.1,8.6,18.5
22027,70.9,12.5,7.6,9.0
22029,67.9,16.6,6.1,9.5
22031,56.8,16.6,9.7,17.1
22033,50.0,16.4,10.9,22.6
22035,83.0,7.7,2.8,6.5
22037,50.9,20.8,11.1,17.2
22039,66.0,15.1,7.3,11.5
22041,65.0,15.0,7.9,12.0
22043,59.0,18.5,9.7,12.9
22045,55.4,16.1,10.8,17.8
22047,52.3,19.8,9.6,18.4
22049,61.1,14.7,10.8,13.3
22051,50.4,17.5,11.6,20.4
22053,58.4,12.9,10.4,18.5
22055,47.2,16.2,11.6,24.9
22057,48.2,18.3,12.9,20.7
22059,64.9,11.6,10.9,12.5
22061,60.7,14.3,8.3,16.6
22063,43.2,19.3,13.0,24.4
22065,74.3,10.6,7.7,7.4
22067,70.1,13.9,7.5,8.4
22069,67.2,12.2,7.3,13.3
22071,59.9,13.5,8.6,17.9
22073,59.3,15.0,9.7,16.0
22075,49.9,19.3,9.9,21.1
22077,55.3,16.1,11.8,16.9
22079,56.8,16.7,10.8,15.8
22081,62.6,16.7,5.0,15.7
22083,62.9,15.0,9.8,12.3
22085,59.2,15.3,9.3,16.0
22087,55.8,17.4,13.1,13.7
22089,40.4,17.1,13.3,29.3
22091,66.2,13.0,11.3,9.5
22093,49.2,18.4,11.5,20.9
22095,48.1,21.2,11.3,19.3
22097,65.5,14.2,7.5,12.7
22099,52.7,16.7,12.3,18.3
22101,59.4,18.2,8.4,14.0
22103,40.1,17.8,13.0,29.0
22105,54.9,16.1,11.7,17.3
22107,76.9,10.4,4.8,8.0
22109,51.1,16.6,12.0,20.3
22111,60.7,17.3,9.8,12.2
22113,52.3,17.3,11.3,19.1
22115,54.5,20.4,10.8,14.4
22117,67.1,14.3,9.0,9.7
22119,67.1,14.3,7.6,11.0
22121,45.2,16.0,10.9,27.8
22123,59.5,19.0,7.5,14.0
22125,47.9,13.1,13.7,25.3
22127,65.1,12.7,8.3,13.9
23001,51.2,20.2,13.0,15.7
23003,61.0,17.8,10.4,10.6
23005,40.9,17.7,13.5,27.9
23007,56.2,18.5,12.7,12.6
23009,49.9,20.1,12.5,17.5
23011,51.4,19.0,12.5,17.1
23013,47.6,20.6,13.3,18.4
23015,47.3,20.3,14.5,17.9
23017,56.9,19.9,10.5,12.7
23019,54.0,19.2,11.6,15.2
23021,63.1,20.0,7.7,9.3
23023,44.9,19.9,14.7,20.4
23025,58.5,19.8,10.6,11.2
23027,54.5,19.3,12.8,13.5
23029,62.1,19.3,9.1,9.6
23031,42.1,20.1,14.6,23.1
24001,57.9,18.9,9.5,13.7
24003,24.5,15.9,14.2,45.4
24005,35.0,19.1,13.8,32.2
24009,22.0,15.4,14.0,48.4
24011,48.6,21.0,11.9,18.5
24013,27.4,14.9,15.2,42.6
24015,36.8,18.5,14.6,30.1
24017,24.8,14.9,15.6,44.6
24019,51.5,17.0,13.2,18.5
24021,26.2,17.6,13.9,42.3
24023,54.1,17.5,11.6,16.7
24025,29.1,17.0,14.9,38.9
24027,17.3,12.8,12.7,57.3
24029,45.0,20.2,12.1,22.7
24031,23.1,14.3,12.3,50.1
24033,30.2,19.3,14.7,35.8
24035,27.1,17.2,12.0,43.6
24037,27.0,15.9,15.2,41.9
24039,61.1,16.4,10.5,11.9
24041,41.9,17.6,11.7,28.9
24043,44.4,19.9,13.4,22.3
24045,47.1,18.8,12.9,21.1
24047,43.5,19.6,12.3,24.6
24510,54.6,16.8,10.1,18.3
25001,38.6,18.2,14.0,29.2
25003,47.9,17.9,12.4,21.7
25005,43.3,16.4,13.0,27.3
25007,39.7,15.2,13.1,32.1
25009,36.7,15.8,12.6,34.9
25011,44.8,18.8,14.1,22.3
25013,49.1,16.3,12.2,22.4
25015,41.0,16.4,13.9,28.7
25017,29.0,14.0,12.2,44.8
25019,23.8,20.4,9.8,45.9
25021,28.1,14.0,12.4,45.3
25023,32.3,15.8,13.8,38.1
25025,44.8,15.2,10.4,29.5
25027,38.3,16.5,13.0,32.3
26001,64.3,18.9,9.3,7.5
26003,58.6,18.4,12.8,10.2
26005,44.5,22.4,14.2,19.0
26007,61.7,17.2,10.6,10.4
26009,51.3,21.0,12.0,15.7
26011,61.9,18.8,10.2,9.1
26013,59.1,21.8,7.9,11.3
26015,43.8,22.9,15.2,18.1
26017,54.1,19.4,12.3,14.4
26019,51.1,21.6,12.9,14.3
26021,53.2,17.7,11.1,17.9
26023,53.7,21.7,12.4,12.3
26025,54.8,19.1,11.2,14.9
26027,52.0,19.5,13.1,15.4
26029,51.3,19.7,12.0,17.0
26031,60.2,19.5,10.1,10.2
26033,57.1,20.2,11.7,11.0
26035,65.6,16.5,9.0,8.8
26037,39.3,18.7,16.0,26.0
26039,58.6,24.4,8.3,8.8
26041,56.7,18.6,12.5,12.1
26043,56.0,19.4,10.5,14.1
26045,44.0,21.8,14.3,20.1
26047,48.5,20.4,13.7,17.5
26049,56.6,17.8,10.8,14.8
26051,62.2,19.0,9.6,9.4
26053,64.4,17.8,8.1,9.7
26055,43.6,23.1,13.4,19.8
26057,57.4,19.5,10.4,12.7
26059,56.1,20.1,11.4,12.4
26061,59.8,18.1,9.7,12.3
26063,57.1,20.7,10.9,11.5
26065,52.6,18.3,10.6,18.4
26067,50.0,20.9,15.2,13.9
26069,64.4,17.9,8.7,8.9
26071,66.6,16.7,9.7,7.0
26073,58.6,16.8,10.5,14.1
26075,51.8,20.1,11.7,16.3
26077,50.2,18.1,11.9,19.7
26079,59.0,20.3,9.8,10.9
26081,45.6,20.0,13.0,21.3
26083,63.8,14.6,12.1,9.6
26085,71.9,15.2,7.4,5.5
26087,44.3,22.7,13.2,19.7
26089,41.3,21.7,11.9,25.1
26091,50.6,20.4,12.7,16.3
26093,30.3,18.2,16.2,35.3
26095,61.2,20.9,10.5,7.4
26097,61.2,16.5,11.1,11.3
26099,44.7,19.3,13.3,22.7
26101,58.1,19.7,9.9,12.3
26103,53.1,19.1,11.6,16.2
26105,56.5,19.5,11.1,12.9
26107,58.7,18.3,11.0,12.0
26109,59.3,20.9,9.6,10.1
26111,45.2,18.9,12.7,23.2
26113,59.2,20.2,11.0,9.6
26115,44.2,19.4,14.4,21.9
26117,57.6,20.7,10.5,11.3
26119,68.3,17.4,7.5,6.8
26121,55.8,19.8,10.6,13.8
26123,55.8,21.1,10.6,12.6
26125,36.4,16.9,13.0,33.8
26127,58.6,20.3,10.6,10.5
26129,64.4,18.0,8.4,9.1
26131,66.1,18.5,8.7,6.7
26133,62.5,19.0,9.0,9.5
26135,67.0,17.5,8.5,6.9
26137,49.1,23.0,12.9,15.2
26139,39.8,21.4,15.0,24.0
26141,58.6,21.6,10.3,9.5
26143,67.5,18.2,7.1,7.1
26145,56.0,18.0,11.5,14.4
26147,49.1,19.5,13.2,18.2
26149,54.9,20.2,12.8,12.0
26151,58.2,19.3,10.9,11.6
26153,64.0,15.8,9.3,10.8
26155,51.9,20.9,12.4,14.7
26157,56.2,19.8,11.5,12.6
26159,52.7,20.3,10.9,16.0
26161,41.1,16.0,11.8,31.1
26163,56.4,16.4,10.3,16.8
26165,60.6,20.8,9.1,9.6
27001,56.1,21.6,10.6,11.7
27003,31.5,19.5,15.8,33.1
27005,46.3,21.1,13.7,18.8
27007,55.1,18.3,12.2,14.4
27009,48.2,19.4,14.1,18.4
27011,52.1,19.2,14.6,14.0
27013,47.9,17.6,14.5,19.9
27015,45.8,20.1,17.8,16.5
27017,44.0,21.9,16.1,18.0
27019,25.1,16.4,14.8,43.7
27021,52.0,21.3,11.6,15.0
27023,47.1,19.6,14.8,18.4
27025,31.6,20.3,18.6,29.6
27027,42.9,19.2,16.2,21.8
27029,55.4,20.6,11.8,12.2
27031,48.1,21.4,12.6,17.9
27033,51.8,21.4,12.3,14.4
27035,49.0,20.4,12.6,17.9
27037,29.7,18.7,15.5,35.9
27039,34.5,20.2,18.2,27.1
27041,44.3,19.7,15.1,21.1
27043,51.0,20.6,12.4,16.0
27045,45.9,19.9,15.3,18.9
27047,51.2,21.5,12.5,14.9
27049,42.2,18.4,13.5,25.9
27051,47.0,21.3,15.5,16.2
27053,37.6,16.6,12.8,33.0
27055,44.7,21.7,14.4,19.1
27057,50.2,20.8,12.2,16.8
27059,38.9,20.8,17.1,23.1
27061,50.5,21.7,12.1,15.7
27063,46.2,19.7,15.6,18.4
27065,51.8,20.1,12.4,15.7
27067,46.3,20.4,14.1,19.3
27069,48.5,20.8,12.3,18.3
27071,54.4,17.1,11.2,17.4
27073,50.8,18.1,13.8,17.2
27075,47.9,20.1,12.9,19.1
27077,54.6,15.9,23.2,6.3
27079,39.6,20.9,15.6,24.1
27081,50.7,20.3,13.2,15.8
27083,47.3,19.0,13.8,19.9
27085,42.2,22.5,16.0,19.1
27087,56.7,18.2,10.7,14.5
27089,43.7,22.8,16.9,16.6
27091,48.7,20.5,15.0,15.9
27093,41.5,23.6,15.4,19.5
27095,48.6,23.7,12.0,15.8
27097,48.6,21.1,14.3,16.2
27099,48.3,19.2,13.6,18.9
27101,48.1,20.2,12.2,19.5
27103,40.3,22.0,15.7,22.0
27105,46.5,22.5,15.0,16.1
27107,48.2,21.3,14.8,15.7
27109,35.4,18.0,14.9,31.6
27111,46.8,21.5,13.6,18.1
27113,48.7,20.4,14.2,16.7
27115,54.6,20.2,11.5,13.7
27117,51.0,22.6,12.0,14.5
27119,46.9,18.9,13.5,20.7
27121,44.7,21.6,14.5,19.2
27123,43.7,17.9,12.8,25.6
27125,50.1,18.5,17.6,13.8
27127,51.2,17.8,14.0,17.0
27129,46.1,20.5,15.2,18.2
27131,40.3,19.6,15.9,24.2
27133,46.5,21.8,12.4,19.3
27135,45.3,22.4,15.1,17.3
27137,50.5,19.3,12.2,18.1
27139,24.6,16.1,14.6,44.6
27141,28.3,19.6,17.7,34.3
27143,42.0,21.3,16.3,20.4
27145,43.5,20.8,14.7,21.0
27147,42.6,20.1,16.8,20.4
27149,45.5,18.4,13.6,22.5
27151,50.0,20.3,12.3,17.4
27153,52.5,21.8,12.1,13.6
27155,49.5,22.3,9.9,18.2
27157,40.7,22.4,14.4,22.6
27159,57.9,22.8,9.7,9.6
27161,45.5,19.5,14.6,20.4
27163,25.8,17.3,15.0,42.1
27165,50.0,22.3,10.9,16.9
27167,47.1,22.5,14.2,16.1
27169,47.7,19.8,13.6,18.9
27171,30.5,19.1,16.7,33.7
27173,44.7,24.0,14.3,17.0
28001,68.5,12.9,7.9,10.8
28003,64.1,17.4,7.3,11.1
28005,71.9,12.8,6.4,8.9
28007,66.0,14.7,9.8,9.5
28009,65.2,16.7,5.8,12.3
28011,71.5,12.2,8.2,7.9
28013,68.3,16.3,9.0,6.2
28015,55.6,15.7,14.4,14.4
28017,70.1,13.4,8.3,8.3
28019,65.2,15.3,10.8,8.7
28021,76.5,12.5,4.9,6.1
28023,63.2,16.8,8.5,11.4
28025,64.5,15.3,9.0,11.1
28027,71.8,13.8,6.4,8.0
28029,67.1,13.6,8.7,10.4
28031,68.4,14.1,9.1,8.5
28033,40.2,21.0,14.7,24.0
28035,60.9,18.3,9.6,11.2
28037,57.9,16.9,9.1,16.1
28039,52.6,19.7,13.6,14.0
28041,61.0,16.5,10.0,12.5
28043,63.8,14.3,9.4,12.5
28045,52.9,21.2,12.0,14.0
28047,56.8,17.4,11.7,14.0
28049,60.3,16.1,9.8,13.8
28051,80.8,9.8,4.8,4.6
28053,79.9,9.5,4.2,6.4
28055,80.1,12.3,1.3,6.3
28057,64.1,16.0,9.8,10.1
28059,50.9,20.1,12.2,16.7
28061,67.2,15.7,8.6,8.5
28063,73.4,17.0,5.4,4.2
28065,75.4,12.7,4.3,7.4
28067,61.4,16.1,9.7,12.9
28069,76.3,11.3,7.5,4.8
28071,55.1,16.8,11.3,16.7
28073,46.0,18.6,14.6,20.8
28075,61.9,14.8,9.8,13.5
28077,60.8,17.5,8.8,12.9
28079,65.0,16.8,6.5,11.7
28081,56.5,17.8,11.4,14.3
28083,70.5,14.7,5.4,9.5
28085,61.6,15.5,10.1,12.9
28087,57.3,16.5,12.3,13.9
28089,38.1,17.4,12.5,31.9
28091,65.4,14.9,6.9,12.8
28093,60.4,16.3,13.5,9.7
28095,61.1,18.9,10.1,9.9
28097,65.3,17.7,9.2,7.8
28099,62.8,16.9,7.4,12.9
28101,63.9,16.5,9.7,9.9
28103,69.0,14.9,10.8,5.4
28105,62.2,13.1,9.1,15.7
28107,62.0,18.3,8.5,11.2
28109,57.2,16.4,13.7,12.7
28111,65.2,16.9,10.2,7.7
28113,67.0,16.2,7.5,9.3
28115,59.2,20.6,10.1,10.1
28117,67.4,17.8,6.1,8.7
28119,76.5,10.5,7.0,6.0
28121,41.8,20.1,13.4,24.8
28123,67.6,16.1,8.3,8.0
28125,76.3,12.8,4.0,7.1
28127,65.8,14.4,7.5,12.2
28129,62.3,15.2,8.0,14.4
28131,54.7,20.4,14.7,10.3
28133,71.6,13.3,7.2,7.9
28135,71.4,13.2,8.0,7.4
28137,55.0,19.0,11.6,14.4
28139,62.0,19.8,8.4,9.8
28141,67.9,15.7,7.5,8.9
28143,71.5,15.7,5.3,7.6
28145,61.4,18.4,9.3,10.9
28147,69.6,14.0,6.3,10.1
28149,57.9,16.3,11.4,14.4
28151,69.7,14.6,6.3,9.5
28153,60.2,16.4,7.8,15.6
28155,60.4,18.6,11.4,9.6
28157,71.9,12.9,9.5,5.7
28159,65.7,17.1,6.3,10.9
28161,63.8,21.1,7.5,7.5
28163,71.6,11.3,8.8,8.3
29001,60.8,16.2,9.7,13.3
29003,47.1,18.1,14.6,20.3
29005,55.0,20.6,11.7,12.7
29007,59.2,20.7,12.1,7.9
29009,61.3,19.9,8.7,10.0
29011,59.8,18.1,9.1,13.0
29013,58.5,17.2,10.5,13.9
29015,69.6,15.5,8.6,6.3
29017,61.2,17.7,11.8,9.3
29019,49.0,18.2,11.8,20.9
29021,52.8,21.9,11.3,14.0
29023,63.4,18.1,9.8,8.6
29025,55.0,17.8,14.0,13.0
29027,49.6,20.3,14.1,15.9
29029,53.3,19.5,12.1,15.1
29031,51.7,20.1,10.7,17.4
29033,56.0,19.1,11.8,13.0
29035,63.2,16.3,10.4,10.1
29037,37.6,21.5,16.9,24.1
29039,69.0,17.0,6.2,7.7
29041,57.8,16.8,12.0,13.5
29043,45.8,22.2,14.4,17.7
29045,56.3,19.9,11.0,12.7
29047,38.3,20.6,15.1,26.0
29049,42.7,21.6,16.1,19.5
29051,45.2,22.0,14.1,18.8
29053,53.5,20.1,12.8,13.7
29055,61.2,18.1,9.3,11.4
29057,62.9,17.1,11.1,9.0
29059,62.0,21.5,10.2,6.3
29061,57.5,18.8,12.6,11.1
29063,54.8,18.1,12.9,14.3
29065,63.5,16.1,12.7,7.8
29067,71.1,15.9,6.7,6.3
29069,69.9,14.6,7.9,7.5
29071,49.0,19.7,13.7,17.5
29073,53.5,22.2,10.5,13.8
29075,57.2,22.5,9.0,11.3
29077,57.2,18.4,10.5,13.8
29079,59.6,18.0,12.0,10.5
29081,58.4,22.3,12.0,7.4
29083,57.0,22.6,10.5,9.9
29085,71.4,14.5,6.1,8.1
29087,57.2,22.0,10.9,9.9
29089,53.6,19.0,12.2,15.2
29091,67.5,15.3,7.3,10.0
29093,64.6,18.3,9.6,7.5
29095,51.5,18.0,12.1,18.4
29097,56.6,18.9,11.5,13.0
29099,42.4,22.2,14.1,21.4
29101,51.0,20.7,13.5,14.8
29103,63.7,19.1,8.0,9.1
29105,61.6,19.2,10.5,8.8
29107,49.0,20.8,14.6,15.7
29109,61.8,17.2,9.5,11.4
29111,54.4,24.3,9.8,11.5
29113,44.7,22.1,14.1,19.3
29115,62.6,17.1,10.0,10.3
29117,56.0,18.1,10.7,15.3
29119,62.6,19.8,8.4,9.1
29121,63.3,18.4,11.1,7.2
29123,64.3,19.9,7.5,8.2
29125,59.9,19.1,11.6,9.5
29127,55.8,20.0,12.2,12.1
29129,58.7,17.8,11.4,12.0
29131,63.0,15.3,8.9,12.9
29133,68.4,17.2,7.0,7.3
29135,51.4,19.5,14.6,14.4
29137,61.4,16.7,13.1,8.7
29139,58.9,19.2,11.0,10.8
29141,64.6,17.9,8.7,8.8
29143,66.4,15.4,9.2,9.0
29145,56.3,19.6,10.1,14.1
29147,62.4,16.3,10.3,11.0
29149,69.6,12.7,8.3,9.4
29151,45.8,22.7,16.4,15.2
29153,73.1,14.2,7.9,4.8
29155,69.6,13.8,7.4,9.1
29157,46.9,23.2,14.4,15.4
29159,60.0,20.9,8.9,10.2
29161,57.7,17.1,10.0,15.3
29163,57.3,20.7,8.8,13.2
29165,34.4,17.8,16.9,30.9
29167,58.5,21.0,10.1,10.4
29169,50.8,25.2,10.6,13.6
29171,63.3,20.6,9.3,6.8
29173,51.0,22.1,13.7,13.1
29175,58.6,18.9,11.3,11.3
29177,46.0,21.9,14.3,17.7
29179,64.6,16.0,8.1,11.4
29181,68.9,16.4,7.8,6.9
29183,30.5,19.0,16.2,34.1
29185,66.4,18.8,6.8,8.0
29186,50.7,20.6,13.1,15.5
29187,59.5,18.6,10.4,11.3
29189,41.0,18.1,12.4,28.7
29195,60.5,20.0,8.2,11.3
29197,65.3,18.7,7.9,8.2
29199,60.3,16.7,9.2,13.9
29201,61.1,16.7,10.5,11.7
29203,68.4,15.0,4.3,12.2
29205,59.4,19.9,9.4,11.2
29207,63.0,17.5,10.6,8.8
29209,58.4,20.7,9.0,11.9
29211,56.9,22.8,12.3,7.9
29213,63.1,17.5,9.2,10.1
29215,65.1,18.5,8.1,8.2
29217,60.6,17.9,11.2,10.5
29219,48.5,19.4,12.3,19.8
29221,63.9,18.6,9.5,8.0
29223,70.5,16.5,6.6,6.3
29225,55.5,19.2,11.5,13.9
29227,55.3,24.9,9.9,9.8
29229,70.1,17.1,5.7,7.0
29510,62.4,15.2,8.7,13.9
30001,57.3,17.2,12.4,13.2
30003,54.8,15.0,12.0,18.2
30005,65.7,16.9,8.1,9.3
30007,48.3,19.3,11.3,21.0
30009,46.9,20.1,12.5,20.3
30011,51.8,18.7,8.2,21.1
30013,54.0,19.2,10.3,16.5
30015,60.6,13.1,9.9,16.3
30017,49.9,20.5,11.6,18.1
30019,46.0,24.6,13.2,16.0
30021,44.8,18.4,15.9,20.9
30023,63.2,14.8,9.9,12.1
30025,49.9,15.3,15.7,19.0
30027,56.7,19.6,10.6,13.2
30029,51.6,20.9,11.0,16.3
30031,43.9,20.3,12.6,23.2
30033,56.1,16.8,7.6,19.5
30035,69.0,12.5,7.1,11.6
30037,58.5,16.4,13.3,11.8
30039,51.5,25.8,6.2,16.5
30041,56.5,18.9,10.3,14.4
30043,38.8,19.3,15.5,26.4
30045,53.6,20.8,12.2,13.3
30047,59.3,16.3,10.6,13.9
30049,42.1,20.7,15.4,21.8
30051,53.1,21.1,10.8,15.0
30053,64.9,17.9,7.3,10.0
30055,55.0,13.8,14.2,17.0
30057,52.8,17.6,13.2,16.5
30059,64.6,18.6,10.8,6.1
30061,61.7,20.1,13.1,5.1
30063,52.7,18.1,10.9,18.3
30065,55.9,17.8,14.9,11.0
30067,55.8,18.3,11.2,14.5
30069,63.7,15.6,7.5,13.2
30071,60.3,17.7,11.3,10.9
30073,56.0,19.7,11.7,12.6
30075,51.2,21.1,13.5,14.2
30077,58.0,16.1,11.2,14.7
30079,57.2,15.6,12.9,14.3
30081,58.0,18.0,11.3,12.7
30083,38.2,19.6,15.8,26.4
30085,61.8,15.9,9.0,13.2
30087,46.5,17.7,15.7,20.2
30089,66.4,17.5,8.1,8.0
30091,48.5,16.0,13.2,22.3
30093,59.7,15.8,9.3,15.2
30095,42.1,18.7,13.4,25.8
30097,49.5,18.8,12.0,19.7
30099,51.0,18.4,12.8,18.0
30101,52.8,20.3,15.3,11.5
30103,61.0,23.1,9.1,6.7
30105,50.1,16.9,13.6,19.4
30107,67.0,14.8,12.2,5.8
30109,58.1,15.1,11.7,15.1
30111,45.2,20.1,13.0,21.6
31001,49.1,19.7,14.3,17.0
31003,54.3,18.2,14.6,13.1
31005,63.0,18.0,13.1,5.9
31007,49.3,24.5,10.5,15.6
31009,48.6,26.7,12.0,12.8
31011,47.2,22.5,12.7,17.5
31013,45.4,21.9,12.5,20.1
31015,57.3,20.0,9.6,13.1
31017,61.1,15.8,9.5,13.6
31019,45.9,19.8,13.8,20.6
31021,52.2,20.0,12.6,15.2
31023,48.6,23.1,12.5,15.8
31025,37.3,20.2,16.5,25.9
31027,45.8,22.4,13.8,17.9
31029,45.6,25.9,12.9,15.6
31031,47.4,25.9,13.4,13.2
31033,45.3,19.4,14.6,20.7
31035,48.5,23.8,13.9,13.8
31037,47.3,21.2,15.2,16.2
31039,50.7,21.6,11.6,16.1
31041,52.3,19.5,14.3,13.7
31043,47.0,24.8,11.2,16.9
31045,56.2,18.8,14.1,10.9
31047,50.0,20.5,13.9,15.5
31049,47.1,27.1,9.4,16.4
31051,45.9,26.6,12.5,15.0
31053,50.3,22.9,12.4,14.5
31055,45.0,18.0,12.4,24.7
31057,52.9,23.8,8.7,14.7
31059,47.8,20.4,14.5,17.3
31061,52.9,20.7,11.7,14.7
31063,48.2,23.9,14.0,14.0
31065,60.2,18.1,10.4,11.1
31067,50.7,20.1,13.6,15.6
31069,50.2,21.1,11.5,17.1
31071,58.2,19.0,13.6,9.2
31073,39.7,22.6,14.1,23.6
31075,59.2,19.5,14.3,6.9
31077,52.3,20.6,13.2,13.9
31079,48.3,22.9,13.0,15.8
31081,38.9,22.5,15.0,23.6
31083,55.8,19.2,14.8,10.1
31085,52.6,24.3,9.3,13.8
31087,61.6,19.2,8.5,10.9
31089,50.3,21.1,14.0,14.5
31091,61.8,21.3,8.3,8.7
31093,47.4,20.4,14.5,17.6
31095,55.2,23.0,9.6,12.3
31097,51.7,21.3,11.1,15.9
31099,45.2,21.5,12.0,21.4
31101,56.2,18.5,11.7,13.5
31103,54.1,18.0,10.4,17.5
31105,58.5,20.2,11.3,10.1
31107,52.1,20.3,13.8,14.0
31109,46.5,19.0,12.7,21.7
31111,47.5,22.4,12.0,18.1
31113,48.0,25.0,13.1,13.9
31115,42.3,27.8,12.1,17.7
31117,47.7,27.7,4.1,20.4
31119,51.2,21.4,12.7,14.7
31121,49.2,23.4,10.7,16.7
31123,56.8,20.9,9.7,12.6
31125,55.7,17.7,12.2,14.2
31127,47.4,15.9,15.7,21.1
31129,58.6,21.4,12.1,7.9
31131,48.2,20.2,12.6,19.0
31133,58.2,17.4,11.1,13.3
31135,41.0,24.9,15.5,18.6
31137,48.8,19.2,14.7,17.3
31139,45.9,22.1,14.3,17.8
31141,42.8,22.8,16.0,18.3
31143,40.7,23.8,13.9,21.7
31145,56.2,17.3,9.0,17.5
31147,55.4,16.5,14.0,14.1
31149,51.1,24.0,8.8,16.0
31151,50.9,23.9,11.9,13.3
31153,32.1,19.9,15.9,31.9
31155,37.7,21.2,15.0,26.2
31157,53.8,19.6,10.9,15.6
31159,39.5,20.6,16.3,23.6
31161,57.9,21.5,6.5,14.2
31163,53.3,22.3,12.1,12.3
31165,53.9,17.6,12.7,15.8
31167,41.3,24.0,16.8,18.1
31169,55.1,17.8,11.5,15.5
31171,43.7,23.5,14.8,18.1
31173,57.2,18.8,9.0,14.9
31175,52.7,22.4,8.4,16.5
31177,38.1,17.8,13.5,30.7
31179,46.5,18.4,13.7,21.5
31181,60.5,16.0,8.6,15.0
31183,52.0,24.4,7.2,16.3
31185,44.0,24.7,11.9,19.4
32001,54.0,16.6,11.2,18.1
32003,47.4,19.8,12.7,20.2
32005,41.0,21.5,12.7,24.9
32007,30.1,20.1,17.3,32.4
32009,58.8,24.0,6.6,10.6
32011,34.3,15.7,16.4,33.6
32013,38.4,19.7,14.9,27.0
32015,31.7,12.4,19.9,36.0
32017,50.5,26.3,9.4,13.7
32019,50.9,21.1,13.1,14.9
32021,60.4,17.8,11.3,10.5
32023,56.8,21.0,9.2,12.9
32027,56.1,18.9,10.5,14.7
32029,38.2,20.4,18.0,23.4
32031,45.8,18.5,12.5,23.1
32033,43.6,23.2,10.0,23.1
32510,51.4,19.2,12.2,17.1
33001,40.7,19.1,14.5,25.9
33003,44.3,21.0,12.5,22.4
33005,43.0,19.6,14.5,22.6
33007,54.9,19.5,12.4,13.2
33009,43.1,18.5,13.1,25.2
33011,33.7,17.3,14.6,34.3
33013,37.4,18.2,15.4,29.1
33015,27.9,17.7,14.0,40.5
33017,39.9,19.0,14.6,26.5
33019,42.2,20.8,15.2,21.7
34001,45.5,17.8,11.9,24.8
34003,28.9,14.3,11.9,44.8
34005,29.7,17.4,14.3,38.5
34007,40.8,16.4,12.9,29.9
34009,42.4,18.4,12.6,26.7
34011,50.5,17.8,12.6,19.3
34013,46.6,15.0,10.0,28.4
34015,31.4,16.4,14.0,38.1
34017,41.9,16.1,11.2,30.8
34019,21.0,13.2,11.3,54.4
34021,34.2,16.4,12.0,37.4
34023,30.9,15.9,13.6,39.5
34025,29.5,14.1,12.2,44.3
34027,21.8,13.6,12.8,51.6
34029,40.1,17.7,12.6,29.5
34031,42.6,14.7,11.8,30.8
34033,41.4,17.6,13.1,28.0
34035,22.8,13.1,12.6,51.5
34037,26.1,16.2,15.1,42.6
34039,36.2,16.6,12.0,35.2
34041,33.3,18.3,13.4,34.9
35001,50.9,17.6,11.7,19.9
35003,69.7,16.6,5.5,8.4
35005,57.8,15.7,12.1,14.5
35006,64.4,16.7,9.9,9.0
35007,66.2,12.2,12.1,9.5
35009,58.5,17.0,11.6,12.8
35011,64.4,12.1,7.5,16.0
35013,60.5,15.8,9.6,14.1
35015,43.7,18.1,15.0,23.2
35017,60.3,16.3,10.8,12.5
35019,75.1,9.7,7.1,8.1
35021,68.3,14.5,4.7,12.5
35023,65.9,18.2,7.1,8.9
35025,43.1,19.0,14.5,23.4
35027,61.4,15.9,9.8,13.1
35028,20.5,10.2,16.5,52.8
35029,73.6,13.8,5.4,7.4
35031,67.1,16.0,7.1,9.8
35033,82.1,10.0,1.5,6.3
35035,59.3,18.8,11.5,10.5
35037,70.3,12.7,9.0,8.1
35039,64.7,15.3,7.1,13.0
35041,64.3,15.4,10.3,10.0
35043,41.0,20.6,13.5,24.8
35045,51.3,16.9,13.2,18.6
35047,73.0,13.1,6.0,7.9
35049,45.5,18.0,12.0,24.7
35051,72.3,14.1,7.8,5.7
35053,66.5,13.5,10.4,9.7
35055,65.4,14.7,7.8,12.2
35057,66.1,14.4,7.3,12.4
35059,63.4,17.6,6.1,12.8
35061,58.5,17.6,11.1,12.7
36001,41.2,18.1,12.9,27.7
36003,55.9,19.5,12.6,11.9
36005,62.9,15.1,9.0,12.8
36007,52.0,18.2,12.0,17.8
36009,55.4,19.5,11.3,13.8
36011,46.9,20.9,12.5,19.6
36013,56.7,18.4,11.9,13.0
36015,50.3,19.3,11.7,18.5
36017,53.0,19.9,12.3,14.7
36019,49.7,19.7,12.4,18.4
36021,42.1,18.4,14.4,25.2
36023,48.9,19.4,13.1,18.6
36025,53.7,19.3,12.3,14.8
36027,34.6,16.7,13.9,34.7
36029,47.5,17.6,12.8,22.1
36031,46.6,20.6,14.3,18.6
36033,50.2,20.8,13.0,16.0
36035,53.4,19.2,10.3,17.1
36037,47.1,20.4,13.6,18.8
36039,49.0,19.2,12.0,19.8
36041,48.2,23.9,9.4,18.4
36043,51.1,20.5,13.0,15.5
36045,50.0,20.6,12.4,16.9
