GEO_ID,median_income
0500000US17027,33613
0500000US17029,20932
0500000US17031,34792
0500000US17033,28936
0500000US17035,28052
0500000US17037,24458
0500000US17039,31891
0500000US17041,30850
0500000US17043,40879
0500000US17045,27645
0500000US17047,30663
0500000US17049,28286
0500000US17051,27174
0500000US17053,30892
0500000US17055,26604
0500000US17057,26781
0500000US17059,29925
0500000US17061,26206
0500000US17063,35998
0500000US17065,30763
0500000US17067,30876
0500000US17069,24525
0500000US17071,27977
0500000US17073,31637
0500000US17075,27236
0500000US17077,19196
0500000US17079,30449
0500000US17081,27282
0500000US17083,30254
0500000US17085,28930
0500000US17087,25558
0500000US17089,32082
0500000US17091,30681
0500000US17093,41616
0500000US17095,26097
0500000US17097,36633
0500000US17099,28592
0500000US17101,27067
0500000US17103,30593
0500000US17105,31244
0500000US17107,29362
0500000US17109,19895
0500000US17111,38049
0500000US17113,30856
0500000US17115,28578
0500000US17117,31132
0500000US17119,32343
0500000US17121,26829
0500000US17123,30579
0500000US17125,26358
0500000US17127,26872
0500000US17129,35776
0500000US17131,31529
0500000US17133,40738
0500000US17135,25893
0500000US17137,26278
0500000US17139,31209
0500000US17141,32131
0500000US17143,30372
0500000US17145,29730
0500000US17147,35225
0500000US17149,27394
0500000US17151,26181
0500000US17153,25162
0500000US17155,34950
0500000US17157,29333
0500000US17159,29380
0500000US17161,29077
0500000US17163,31666
0500000US17165,25341
0500000US17167,32567
0500000US17169,30968
0500000US17171,28180
0500000US17173,30585
0500000US17175,27528
0500000US17177,26702
0500000US17179,33774
0500000US17181,28550
0500000US17183,30430
0500000US17185,27769
0500000US17187,22943
0500000US17189,32235
0500000US17191,31366
0500000US17193,28492
0500000US17195,28076
0500000US17197,37231
0500000US17199,29596
0500000US17201,29543
0500000US17203,34313
0500000US18001,29009
0500000US18003,30330
0500000US18005,31538
0500000US18007,27405
0500000US18009,26090
0500000US18011,38638
0500000US18013,28135
0500000US18015,30586
0500000US18017,26819
0500000US18019,31570
0500000US18021,29650
0500000US18023,28180
0500000US18025,28344
0500000US18027,27991
0500000US18029,31796
0500000US18031,30562
0500000US18033,29561
0500000US18035,20603
0500000US18037,31849
0500000US18039,27836
0500000US18041,28550
0500000US18043,31426
0500000US18045,30264
0500000US18047,31167
0500000US18049,27282
0500000US18051,31259
0500000US18053,22440
0500000US18055,28151
0500000US18057,45731
0500000US18059,37195
0500000US18061,30430
0500000US18063,39755
0500000US18065,27486
0500000US18067,29723
0500000US18069,27137
0500000US18071,30433
0500000US18073,29800
0500000US18075,25616
0500000US18077,28445
0500000US18079,28737
0500000US18081,34854
0500000US18083,26094
0500000US18085,30741
0500000US18087,31821
0500000US18089,30797
0500000US18091,27561
0500000US18093,26811
0500000US18095,26604
0500000US18097,28727
0500000US18099,29728
0500000US18101,28713
0500000US18103,26961
0500000US18105,18627
0500000US18107,29230
0500000US18109,30808
0500000US18111,30756
0500000US18113,28822
0500000US18115,32969
0500000US18117,25691
0500000US18119,28686
0500000US18121,25965
0500000US18123,27736
0500000US18125,28598
0500000US18127,35742
0500000US18129,33149
0500000US18131,28520
0500000US18133,26343
0500000US18135,26935
0500000US18137,30406
0500000US18139,31537
0500000US18141,26768
0500000US18143,30633
0500000US18145,30259
0500000US18147,31401
0500000US18149,26477
0500000US18151,26696
0500000US18153,26518
0500000US18155,27297
0500000US18157,21959
0500000US18159,32453
0500000US18161,26220
0500000US18163,27749
0500000US18165,28396
0500000US18167,22652
0500000US18169,27083
0500000US18171,33151
0500000US18173,33838
0500000US18175,29069
0500000US18177,25806
0500000US18179,29653
0500000US18181,29021
0500000US18183,31712
0500000US19001,31506
0500000US19003,29880
0500000US19005,28718
0500000US19007,27485
0500000US19009,27310
0500000US19011,34563
0500000US19013,27979
0500000US19015,31885
0500000US19017,31932
0500000US19019,32409
0500000US19021,26127
0500000US19023,31209
0500000US19025,26420
0500000US19027,31332
0500000US19029,27884
0500000US19031,34919
0500000US19033,28930
0500000US19035,30507
0500000US19037,31574
0500000US19039,30181
0500000US19041,30109
0500000US19043,29261
0500000US19045,30652
0500000US19047,28789
0500000US19049,43120
0500000US19051,28739
0500000US19053,20577
0500000US19055,31331
0500000US19057,26580
0500000US19059,31194
0500000US19061,30044
0500000US19063,26767
0500000US19065,26288
0500000US19067,27429
0500000US19069,30289
0500000US19071,32643
0500000US19073,26795
0500000US19075,36396
0500000US19077,31155
0500000US19079,32408
0500000US19081,31848
0500000US19083,30218
0500000US19085,32019
0500000US19087,29894
0500000US19089,29845
0500000US19091,30527
0500000US19093,29776
0500000US19095,31660
0500000US19097,30949
0500000US19099,30841
0500000US19101,25128
0500000US19103,28190
0500000US19105,31388
0500000US19107,30379
0500000US19109,30793
0500000US19111,27804
0500000US19113,34878
0500000US19115,30488
0500000US19117,29072
0500000US19119,32119
0500000US19121,36293
0500000US19123,30435
0500000US19125,30916
0500000US19127,30035
0500000US19129,35694
0500000US19131,30757
0500000US19133,26740
0500000US19135,31789
0500000US19137,26750
0500000US19139,31151
0500000US19141,30568
0500000US19143,26997
0500000US19145,29172
0500000US19147,29352
0500000US19149,34581
0500000US19151,30786
0500000US19153,35121
0500000US19155,31657
0500000US19157,24258
0500000US19159,27585
0500000US19161,30292
0500000US19163,32582
0500000US19165,28962
0500000US19167,28100
0500000US19169,18959
0500000US19171,31113
0500000US19173,30590
0500000US19175,27422
0500000US19177,29712
0500000US19179,27318
0500000US19181,36543
0500000US19183,31092
0500000US19185,26887
0500000US19187,25615
0500000US19189,28874
0500000US19191,26460
0500000US19193,27239
0500000US19195,28517
0500000US19197,30756
0500000US20001,25646
0500000US20003,25293
0500000US20005,22017
0500000US20007,27108
0500000US20009,28279
0500000US20011,26848
0500000US20013,25713
0500000US20015,32507
0500000US20017,28795
0500000US20019,26601
0500000US20021,25779
0500000US20023,29716
0500000US20025,30946
0500000US20027,26769
0500000US20029,25279
0500000US20031,32099
0500000US20033,26003
0500000US20035,25125
0500000US20037,22103
0500000US20039,26469
0500000US20041,28483
0500000US20043,29082
0500000US20045,23536
0500000US20047,32917
0500000US20049,24359
0500000US20051,26126
0500000US20053,28852
0500000US20055,28267
0500000US20057,27242
0500000US20059,30920
0500000US20061,26989
0500000US20063,26883
0500000US20065,24028
0500000US20067,31160
0500000US20069,32488
0500000US20071,26461
0500000US20073,24739
0500000US20075,28207
0500000US20077,29658
0500000US20079,30423
0500000US20081,28177
0500000US20083,29639
0500000US20085,30713
0500000US20087,32418
0500000US20089,24936
0500000US20091,41164
0500000US20093,27166
0500000US20095,31042
0500000US20097,27216
0500000US20099,26581
0500000US20101,31152
0500000US20103,32497
0500000US20105,28263
0500000US20107,32443
0500000US20109,27063
0500000US20111,23432
0500000US20113,30364
0500000US20115,27381
0500000US20117,28485
0500000US20119,30738
0500000US20121,36150
0500000US20123,27510
0500000US20125,25663
0500000US20127,30210
0500000US20129,31431
0500000US20131,29703
0500000US20133,26358
0500000US20135,30095
0500000US20137,26715
0500000US20139,30754
0500000US20141,27247
0500000US20143,30885
0500000US20145,27053
0500000US20147,26643
0500000US20149,34233
0500000US20151,26386
0500000US20153,30239
0500000US20155,26619
0500000US20157,27440
0500000US20159,26702
0500000US20161,21773
0500000US20163,26093
0500000US20165,26042
0500000US20167,24423
0500000US20169,28522
0500000US20171,35013
0500000US20173,30805
0500000US20175,26980
0500000US20177,31417
0500000US20179,32443
0500000US20181,28670
0500000US20183,26040
0500000US20185,27236
0500000US20187,26705
0500000US20189,27750
0500000US20191,30848
0500000US20193,27085
0500000US20195,31534
0500000US20197,32252
0500000US20199,30804
0500000US20201,27752
0500000US20203,31357
0500000US20205,25798
0500000US20207,21759
0500000US20209,25609
0500000US21001,21503
0500000US21003,25876
0500000US21005,31060
0500000US21007,28590
0500000US21009,25051
0500000US21011,26130
0500000US21013,20556
0500000US21015,36231
0500000US21017,26897
0500000US21019,27132
0500000US21021,22924
0500000US21023,31261
0500000US21025,21468
0500000US21027,23292
0500000US21029,31306
0500000US21031,26578
0500000US21033,29264
0500000US21035,19986
0500000US21037,34606
0500000US21039,26875
0500000US21041,25552
0500000US21043,24306
0500000US21045,22104
0500000US21047,25759
0500000US21049,29520
0500000US21051,20537
0500000US21053,24669
0500000US21055,26291
0500000US21057,25621
0500000US21059,29120
0500000US21061,25728
0500000US21063,21984
0500000US21065,19822
0500000US21067,27103
0500000US21069,24936
0500000US21071,24313
0500000US21073,30524
0500000US21075,21181
0500000US21077,31061
0500000US21079,28909
0500000US21081,26511
0500000US21083,26118
0500000US21085,25318
0500000US21087,22321
0500000US21089,28826
0500000US21091,30132
0500000US21093,28714
0500000US21095,22267
0500000US21097,27113
0500000US21099,25548
0500000US21101,26825
0500000US21103,26888
0500000US21105,25271
0500000US21107,27665
0500000US21109,30033
0500000US21111,31032
0500000US21113,26303
0500000US21115,29796
0500000US21117,32286
0500000US21119,23672
0500000US21121,23194
0500000US21123,24288
0500000US21125,25700
0500000US21127,26734
0500000US21129,22837
0500000US21131,28611
0500000US21133,22660
0500000US21135,24709
0500000US21137,25963
0500000US21139,28839
0500000US21141,26233
0500000US21143,21742
0500000US21145,27724
0500000US21147,17364
0500000US21149,30371
0500000US21151,22558
0500000US21153,26735
0500000US21155,25209
0500000US21157,29212
0500000US21159,23254
0500000US21161,25313
0500000US21163,30456
0500000US21165,30364
0500000US21167,30073
0500000US21169,25369
0500000US21171,22675
0500000US21173,26204
0500000US21175,25311
0500000US21177,25400
0500000US21179,30095
0500000US21181,26639
0500000US21183,23523
0500000US21185,38902
0500000US21187,26749
0500000US21189,25147
0500000US21191,29582
0500000US21193,25706
0500000US21195,25605
0500000US21197,25096
0500000US21199,23489
0500000US21201,32670
0500000US21203,23062
0500000US21205,21400
0500000US21207,24032
0500000US21209,31898
0500000US21211,29400
0500000US21213,26785
0500000US21215,36133
0500000US21217,21500
0500000US21219,26535
0500000US21221,30650
0500000US21223,30643
0500000US21225,24433
0500000US21227,23718
0500000US21229,25340
0500000US21231,22185
0500000US21233,25955
0500000US21235,21391
0500000US21237,19612
0500000US21239,31161
0500000US22001,26406
0500000US22003,28045
0500000US22005,41075
0500000US22007,30135
0500000US22009,27020
0500000US22011,29524
0500000US22013,28911
0500000US22015,31827
0500000US22017,27694
0500000US22019,28239
0500000US22021,22170
0500000US22023,36963
0500000US22025,26006
0500000US22027,21733
0500000US22029,21675
0500000US22031,29065
0500000US22033,29753
0500000US22035,15724
0500000US22037,30600
0500000US22039,22170
0500000US22041,22092
0500000US22043,25127
0500000US22045,27193
0500000US22047,29482
0500000US22049,23918
0500000US22051,31326
0500000US22053,27460
0500000US22055,31208
0500000US22057,32166
0500000US22059,29306
0500000US22061,17418
0500000US22063,36189
0500000US22065,20912
0500000US22067,22486
0500000US22069,21936
0500000US22071,29130
0500000US22073,27196
0500000US22075,33122
0500000US22077,32815
0500000US22079,27191
0500000US22081,26868
0500000US22083,22326
0500000US22085,28782
0500000US22087,29590
0500000US22089,36089
0500000US22091,21265
0500000US22093,31969
0500000US22095,31858
0500000US22097,25335
0500000US22099,27945
0500000US22101,29491
0500000US22103,33777
0500000US22105,26758
0500000US22107,17286
0500000US22109,30498
0500000US22111,28254
0500000US22113,30518
0500000US22115,28949
0500000US22117,24456
0500000US22119,22731
0500000US22121,35131
0500000US22123,25910
0500000US22125,28949
0500000US22127,25038
0500000US23001,30161
0500000US23003,25936
0500000US23005,32783
0500000US23007,23957
0500000US23009,26582
0500000US23011,29910
0500000US23013,26873
0500000US23015,26749
0500000US23017,24775
0500000US23019,26498
0500000US23021,25726
0500000US23023,31318
0500000US23025,26081
0500000US23027,26126
0500000US23029,23545
0500000US23031,31372
0500000US24001,24428
0500000US24003,45777
0500000US24005,40562
0500000US24009,47943
0500000US24011,28193
0500000US24013,41781
0500000US24015,38264
0500000US24017,49185
0500000US24019,29794
0500000US24021,42480
0500000US24023,24745
0500000US24025,41900
0500000US24027,56879
0500000US24029,27175
0500000US24031,48266
0500000US24033,38361
0500000US24035,40994
0500000US24037,46184
0500000US24039,21387
0500000US24041,32053
0500000US24043,32430
0500000US24045,27847
0500000US24047,29752
0500000US24510,32210
0500000US25001,33683
0500000US25003,30261
0500000US25005,35222
0500000US25007,37827
0500000US25009,37435
0500000US25011,32404
0500000US25013,32030
0500000US25015,25670
0500000US25017,45109
0500000US25019,37349
0500000US25021,47353
0500000US25023,38994
0500000US25025,35045
0500000US25027,37697
0500000US26001,21816
0500000US26003,23105
0500000US26005,31223
0500000US26007,23851
0500000US26009,24518
0500000US26011,24440
0500000US26013,25335
0500000US26015,31286
0500000US26017,27231
0500000US26019,24804
0500000US26021,27330
0500000US26023,26605
0500000US26025,27020
0500000US26027,28716
0500000US26029,25384
0500000US26031,21310
0500000US26033,20685
0500000US26035,21638
0500000US26037,33641
0500000US26039,23187
0500000US26041,25762
0500000US26043,27120
0500000US26045,31432
0500000US26047,25594
0500000US26049,26075
0500000US26051,24418
0500000US26053,20996
0500000US26055,26884
0500000US26057,25328
0500000US26059,25969
0500000US26061,18372
0500000US26063,26397
0500000US26065,21900
0500000US26067,27278
0500000US26069,21279
0500000US26071,22936
0500000US26073,13686
0500000US26075,28245
0500000US26077,25580
0500000US26079,24904
0500000US26081,29306
0500000US26083,22443
0500000US26085,20211
0500000US26087,28513
0500000US26089,25928
0500000US26091,26310
0500000US26093,38196
0500000US26095,21449
0500000US26097,22210
0500000US26099,32018
0500000US26101,23664
0500000US26103,22722
0500000US26105,23694
0500000US26107,19116
0500000US26109,26538
0500000US26111,30352
0500000US26113,24438
0500000US26115,32062
0500000US26117,25829
0500000US26119,20438
0500000US26121,25619
0500000US26123,26174
0500000US26125,39673
0500000US26127,22836
0500000US26129,22497
0500000US26131,22560
0500000US26133,24750
0500000US26135,19462
0500000US26137,26373
0500000US26139,28299
0500000US26141,22725
0500000US26143,20528
0500000US26145,25349
0500000US26147,27442
0500000US26149,27032
0500000US26151,25254
0500000US26153,22704
0500000US26155,28759
0500000US26157,25047
0500000US26159,26967
0500000US26161,28892
0500000US26163,27692
0500000US26165,24371
0500000US27001,25643
0500000US27003,39356
0500000US27005,30251
0500000US27007,24003
0500000US27009,31055
0500000US27011,30619
0500000US27013,24751
0500000US27015,29654
0500000US27017,30754
0500000US27019,43571
0500000US27021,26196
0500000US27023,28523
0500000US27025,36604
0500000US27027,30871
0500000US27029,27334
0500000US27031,26894
0500000US27033,27782
0500000US27035,28309
0500000US27037,40884
0500000US27039,36963
0500000US27041,30996
0500000US27043,29931
0500000US27045,31288
0500000US27047,29306
0500000US27049,33695
0500000US27051,30613
0500000US27053,38608
0500000US27055,31667
0500000US27057,26391
0500000US27059,32759
0500000US27061,27072
0500000US27063,31113
0500000US27065,28087
0500000US27067,28837
0500000US27069,30229
0500000US27071,27611
0500000US27073,29394
0500000US27075,35740
0500000US27077,26662
0500000US27079,33374
0500000US27081,30362
0500000US27083,29264
0500000US27085,31707
0500000US27087,26034
0500000US27089,31751
0500000US27091,30012
0500000US27093,31888
0500000US27095,29689
0500000US27097,30329
0500000US27099,30855
0500000US27101,30290
0500000US27103,30809
0500000US27105,28639
0500000US27107,30088
0500000US27109,38063
0500000US27111,30302
0500000US27113,30555
0500000US27115,25241
0500000US27117,28904
0500000US27119,30374
0500000US27121,30909
0500000US27123,32126
0500000US27125,30779
0500000US27127,28578
0500000US27129,31575
0500000US27131,26689
0500000US27133,30847
0500000US27135,31872
0500000US27137,26929
0500000US27139,43595
0500000US27141,37048
0500000US27143,31965
0500000US27145,28574
0500000US27147,34611
0500000US27149,24479
0500000US27151,30621
0500000US27153,27965
0500000US27155,30465
0500000US27157,34383
0500000US27159,24723
0500000US27161,29514
0500000US27163,42412
