FIPS,Adult obesity raw value,Poor or fair health raw value,Unemployment raw value
42103,0.294,0.145,0.0733753446
42105,0.324,0.153,0.0721988427
42107,0.347,0.145,0.0694872839
42109,0.326,0.132,0.0511007877
42111,0.345,0.148,0.0718003278
42113,0.322,0.15,0.0611702128
42115,0.321,0.147,0.0581199776
42117,0.31,0.151,0.0684783675
42119,0.294,0.142,0.0494459544
42121,0.34,0.146,0.058952586
42123,0.33,0.132,0.0524952685
42125,0.288,0.134,0.0571131683
42127,0.328,0.142,0.0627975923
42129,0.284,0.127,0.056664314
42131,0.328,0.136,0.0673172111
42133,0.319,0.14,0.0533491044
44000,0.2640747402,0.148,0.0766824377
44001,0.213,0.089,0.0644043266
44003,0.277,0.118,0.0719337683
44005,0.217,0.102,0.0668616515
44007,0.276,0.164,0.0818246141
44009,0.239,0.088,0.069946361
45000,0.3157393009,0.189,0.064367359
45001,0.342,0.194,0.0764081477
45003,0.32,0.176,0.0643052746
45005,0.404,0.293,0.1214532872
45007,0.328,0.153,0.0589899743
45009,0.411,0.238,0.1160121929
45011,0.377,0.22,0.096151637
45013,0.225,0.126,0.0565968877
45015,0.365,0.151,0.0595019016
45017,0.362,0.198,0.0795142403
45019,0.25,0.15,0.051423692
45021,0.346,0.197,0.0825559105
45023,0.386,0.209,0.0953115814
45025,0.344,0.237,0.0689230186
45027,0.398,0.245,0.0849020064
45029,0.396,0.216,0.0759903962
45031,0.356,0.222,0.0794834424
45033,0.386,0.258,0.0965473146
45035,0.31,0.16,0.0579451107
45037,0.323,0.18,0.0673515982
45039,0.401,0.222,0.0860708937
45041,0.366,0.208,0.0725834247
45043,0.336,0.181,0.0826260107
45045,0.285,0.157,0.0531039448
45047,0.331,0.184,0.0694444444
45049,0.414,0.219,0.0772382215
45051,0.287,0.18,0.0726471628
45053,0.386,0.25,0.056955868
45055,0.308,0.173,0.0631873052
45057,0.326,0.191,0.0724507009
45059,0.384,0.206,0.0692434266
45061,0.439,0.26,0.0908523259
45063,0.317,0.151,0.0509694371
45065,0.34,0.192,0.0787827076
45067,0.392,0.248,0.1047663624
45069,0.374,0.278,0.1058930008
45071,0.334,0.177,0.0568945729
45073,0.293,0.169,0.0634219592
45075,0.406,0.207,0.11273969
45077,0.306,0.169,0.0618988407
45079,0.319,0.166,0.0603350673
45081,0.36,0.2,0.056785259
45083,0.294,0.18,0.0631403366
45085,0.345,0.2,0.0733099809
45087,0.368,0.197,0.0856670725
45089,0.427,0.269,0.0991976086
45091,0.286,0.154,0.0637571095
46000,0.2975010803,0.132,0.0339909149
46003,0.307,0.096,0.0253712871
46005,0.315,0.126,0.0309987304
46007,0.365,0.229,0.0556537102
46009,0.328,0.115,0.0283333333
46011,0.279,0.105,0.0312895243
46013,0.304,0.116,0.0289028332
46015,0.354,0.117,0.0324074074
46017,0.418,0.281,0.0784044017
46019,0.265,0.11,0.034014943
46021,0.325,0.109,0.0335329341
46023,0.35,0.162,0.037749815
46025,0.337,0.104,0.0387518873
46027,0.292,0.139,0.0343281491
46029,0.301,0.107,0.0328729819
46031,0.391,0.265,0.0591362126
46033,0.287,0.095,0.0445654865
46035,0.35,0.105,0.0279763481
46037,0.318,0.134,0.0526496903
46039,0.327,0.092,0.053487377
46041,0.397,0.244,0.1450381679
46043,0.292,0.103,0.0292935095
46045,0.296,0.099,0.0244221544
46047,0.305,0.117,0.0462656973
46049,0.299,0.122,0.0311418685
46051,0.32,0.101,0.0356164384
46053,0.326,0.127,0.0340364334
46055,0.335,0.117,0.0273722628
46057,0.32,0.099,0.03419886
46059,0.303,0.094,0.0256550218
46061,0.277,0.107,0.0347107438
46063,0.313,0.109,0.0243277849
46065,0.294,0.098,0.0257793765
46067,0.315,0.107,0.0286493861
46069,0.314,0.093,0.0284495021
46071,0.335,0.192,0.0539513678
46073,0.287,0.101,0.0254724733
46075,0.302,0.101,0.0353697749
46077,0.335,0.095,0.0293715847
46079,0.293,0.11,0.0356687898
46081,0.251,0.104,0.0349606299
46083,0.283,0.089,0.0239862543
46085,0.326,0.158,0.0423775454
46087,0.275,0.095,0.0264715042
46089,0.303,0.117,0.0385288967
46091,0.313,0.118,0.0409126672
46093,0.281,0.107,0.0327808742
46095,0.321,0.226,0.0606796117
46097,0.314,0.103,0.0321802092
46099,0.279,0.117,0.0298063591
46101,0.335,0.125,0.041216386
46103,0.276,0.123,0.0337672981
46105,0.341,0.106,0.0333975594
46107,0.296,0.102,0.0338004946
46109,0.339,0.15,0.0472312704
46111,0.304,0.105,0.0254169976
46113,0.445,0.325,0.1315211422
46115,0.305,0.104,0.0353148911
46117,0.328,0.092,0.0255455029
46119,0.321,0.08,0.0280269058
46121,0.375,0.3,0.086647268
46123,0.301,0.136,0.0319693095
46125,0.328,0.093,0.0285893155
46127,0.305,0.079,0.0369998746
46129,0.285,0.106,0.0526535729
46135,0.285,0.11,0.0300052641
46137,0.433,0.273,0.0581854043
47000,0.3218430482,0.229,0.0666236316
47001,0.331,0.209,0.0683267354
47003,0.337,0.262,0.0739056282
47005,0.339,0.233,0.0895209581
47007,0.323,0.233,0.0871221138
47009,0.341,0.195,0.0601756553
47011,0.336,0.222,0.0620003331
47013,0.32,0.239,0.0935585919
47015,0.316,0.212,0.0620713306
47017,0.303,0.222,0.1012434817
47019,0.295,0.228,0.0761110878
47021,0.328,0.191,0.0550819672
47023,0.324,0.228,0.0701754386
47025,0.344,0.233,0.0869461648
47027,0.334,0.247,0.0923803102
47029,0.337,0.27,0.0909341987
47031,0.384,0.224,0.0630365465
47033,0.345,0.251,0.078567217
47035,0.304,0.205,0.080194039
47037,0.315,0.203,0.0505469655
47039,0.378,0.231,0.0963041183
47041,0.325,0.221,0.0796617105
47043,0.378,0.204,0.0623384329
47045,0.353,0.229,0.0835705202
47047,0.326,0.214,0.0747626357
47049,0.364,0.254,0.0835682074
47051,0.306,0.216,0.0613465569
47053,0.309,0.226,0.0902508282
47055,0.339,0.224,0.0630541872
47057,0.32,0.234,0.0820496012
47059,0.33,0.227,0.0826675694
47061,0.3,0.273,0.0937993681
47063,0.302,0.235,0.073055714
47065,0.299,0.193,0.063157508
47067,0.31,0.271,0.0996112731
47069,0.386,0.29,0.094426919
47071,0.34,0.253,0.0903510455
47073,0.345,0.214,0.0726951845
47075,0.413,0.298,0.0991574854
47077,0.367,0.227,0.0876556444
47079,0.36,0.227,0.0822839774
47081,0.32,0.215,0.0663383546
47083,0.351,0.223,0.0993920973
47085,0.348,0.197,0.0800145702
47087,0.32,0.24,0.0874378671
47089,0.284,0.209,0.0750087781
47091,0.297,0.228,0.0696819788
47093,0.287,0.191,0.0548064551
47095,0.371,0.29,0.0924608819
47097,0.382,0.301,0.0989604566
47099,0.333,0.222,0.0822190612
47101,0.318,0.221,0.08995687
47103,0.291,0.215,0.0534296029
47105,0.278,0.197,0.0665681157
47107,0.356,0.212,0.0761133603
47109,0.356,0.237,0.1055456172
47111,0.349,0.231,0.0649954513
47113,0.363,0.216,0.0689826732
47115,0.306,0.212,0.0791652294
47117,0.329,0.214,0.064275766
47119,0.371,0.206,0.0613700652
47121,0.307,0.235,0.0861500412
47123,0.361,0.238,0.0768783377
47125,0.292,0.215,0.0672781267
47127,0.339,0.184,0.0513833992
47129,0.309,0.223,0.0878841758
47131,0.324,0.24,0.0950576224
47133,0.319,0.223,0.0794366817
47135,0.327,0.225,0.0828656322
47137,0.335,0.201,0.0881192459
47139,0.332,0.226,0.0801537195
47141,0.339,0.232,0.0685787886
47143,0.35,0.226,0.0849106803
47145,0.339,0.216,0.0744699647
47147,0.351,0.186,0.0569032645
47149,0.339,0.196,0.0527262814
47151,0.308,0.256,0.117589656
47153,0.3,0.215,0.0744177902
47155,0.307,0.212,0.0717279541
47157,0.335,0.223,0.078538219
47159,0.355,0.198,0.0629154796
47161,0.306,0.21,0.0921985816
47163,0.312,0.215,0.0668960355
47165,0.284,0.184,0.0527520513
47167,0.337,0.2,0.083364018
47169,0.334,0.208,0.0707768869
47171,0.318,0.221,0.0901052632
47173,0.319,0.233,0.0766134629
47175,0.316,0.225,0.0962821735
47177,0.317,0.234,0.0701335043
47179,0.324,0.21,0.0635493076
47181,0.328,0.239,0.0879155017
47183,0.307,0.234,0.0860893714
47185,0.302,0.235,0.075137928
47187,0.272,0.137,0.045475198
47189,0.332,0.173,0.0530241212
48000,0.2840048908,0.197,0.0506422915
48001,0.334,0.198,0.0478899083
48003,0.288,0.181,0.0293105247
48005,0.336,0.203,0.0520931697
48007,0.28,0.185,0.0547020256
48009,0.299,0.128,0.04536862
48011,0.305,0.112,0.0324483776
48013,0.279,0.235,0.0486185167
48015,0.278,0.145,0.0467961568
48017,0.297,0.284,0.0511889036
48019,0.275,0.138,0.0470473718
48021,0.325,0.184,0.0479314645
48023,0.291,0.16,0.0430042399
48025,0.306,0.244,0.0570359555
48027,0.3,0.173,0.0581081181
48029,0.282,0.204,0.0464831405
48031,0.304,0.141,0.0365939479
48033,0.298,0.114,0.0304449649
48035,0.303,0.157,0.0519098923
48037,0.327,0.184,0.062849127
48039,0.316,0.151,0.0503562945
48041,0.26,0.198,0.0390956735
48043,0.276,0.205,0.0466070997
48045,0.298,0.192,0.0428790199
48047,0.291,0.403,0.0758697261
48049,0.275,0.179,0.0511235955
48051,0.303,0.16,0.0468549422
48053,0.31,0.156,0.0423187332
48055,0.284,0.229,0.0510471204
48057,0.3,0.195,0.0483274727
48059,0.294,0.148,0.043697479
48061,0.318,0.341,0.0827343494
48063,0.322,0.194,0.060259344
48065,0.294,0.118,0.0334479525
48067,0.307,0.171,0.0761167554
48069,0.303,0.259,0.0403309204
48071,0.314,0.142,0.0568443521
48073,0.309,0.204,0.0584245486
48075,0.299,0.181,0.0365643325
48077,0.308,0.131,0.0456051452
48079,0.295,0.256,0.051372273
48081,0.29,0.149,0.0420338983
48083,0.297,0.181,0.0597672224
48085,0.25,0.107,0.0451210254
48087,0.301,0.206,0.0413739266
48089,0.305,0.184,0.0441640379
48091,0.285,0.141,0.0452980582
48093,0.31,0.196,0.0482635797
48095,0.312,0.188,0.0302178496
48097,0.302,0.153,0.0384132806
48099,0.318,0.162,0.0599746976
48101,0.3,0.2,0.0569715142
48103,0.291,0.18,0.0388538125
48105,0.31,0.189,0.0382231405
48107,0.292,0.246,0.0457796853
48109,0.308,0.311,0.0413385827
48111,0.32,0.2,0.0301362683
48113,0.28,0.212,0.0535310992
48115,0.321,0.228,0.0499201278
48117,0.323,0.255,0.0363695937
48119,0.293,0.159,0.0598448467
48121,0.239,0.133,0.0440029077
48123,0.326,0.182,0.0380499405
48125,0.29,0.175,0.0634920635
48127,0.314,0.297,0.0378462739
48129,0.313,0.148,0.0485854859
48131,0.297,0.322,0.0554568077
48133,0.318,0.178,0.0482725982
48135,0.309,0.208,0.033916467
48137,0.291,0.217,0.0438799076
48139,0.285,0.157,0.0486260049
48141,0.266,0.278,0.0650906624
48143,0.312,0.182,0.0418830045
48145,0.301,0.221,0.0557111275
48147,0.317,0.161,0.0543962788
48149,0.294,0.147,0.0342222558
48151,0.292,0.168,0.0457690261
48153,0.289,0.249,0.0702999033
48155,0.285,0.163,0.0427350427
48157,0.235,0.128,0.0449122561
48159,0.285,0.154,0.0510010537
48161,0.307,0.162,0.0568298969
48163,0.313,0.303,0.0351348757
48165,0.324,0.191,0.0321344967
48167,0.249,0.156,0.0553460543
48169,0.31,0.193,0.0349803236
48171,0.311,0.152,0.0356602722
48173,0.291,0.129,0.026957638
48175,0.316,0.174,0.0406006674
48177,0.329,0.24,0.0389296851
48179,0.281,0.169,0.0406858766
48181,0.294,0.155,0.0482870644
48183,0.351,0.183,0.0480366239
48185,0.317,0.188,0.047687012
48187,0.32,0.153,0.0428275997
48189,0.283,0.25,0.0935957014
48191,0.311,0.232,0.0625
48193,0.33,0.133,0.0464792652
48195,0.286,0.193,0.0258594463
48197,0.317,0.225,0.0502421308
48199,0.344,0.136,0.0620382315
48201,0.274,0.198,0.0492097274
48203,0.33,0.177,0.0545218921
48205,0.298,0.139,0.0256944444
48207,0.295,0.177,0.04
48209,0.236,0.182,0.0421688048
48211,0.309,0.164,0.0241527074
48213,0.312,0.179,0.0552882562
48215,0.367,0.304,0.086794416
48217,0.305,0.184,0.0527371919
48219,0.295,0.191,0.0388861427
48221,0.258,0.135,0.0485655738
48223,0.293,0.172,0.0468118992
48225,0.299,0.189,0.052475146
48227,0.305,0.189,0.0438372178
48229,0.29,0.378,0.0610687023
48231,0.303,0.169,0.057503075
48233,0.329,0.163,0.0437748721
48235,0.294,0.14,0.0369088812
48237,0.293,0.163,0.0376626341
48239,0.334,0.163,0.0390472472
48241,0.33,0.168,0.0808260394
48243,0.273,0.182,0.0366894198
48245,0.369,0.195,0.082421132
48247,0.304,0.312,0.058021978
48249,0.293,0.273,0.0520051363
48251,0.332,0.147,0.0497770777
48253,0.302,0.184,0.0544806517
48255,0.305,0.234,0.0377781335
48257,0.305,0.148,0.0509408752
48259,0.274,0.131,0.0400557671
48261,0.295,0.284,0.0286532951
48263,0.296,0.153,0.0323809524
48265,0.253,0.169,0.0434621787
48267,0.296,0.17,0.0383371824
48269,0.29,0.141,0.0432900433
48271,0.294,0.268,0.0711365495
48273,0.305,0.285,0.0538122407
48275,0.294,0.2,0.0429799427
48277,0.339,0.166,0.0608539326
48279,0.286,0.258,0.0574509173
48281,0.281,0.162,0.0556651326
48283,0.304,0.33,0.0306588389
48285,0.321,0.15,0.0390082645
48287,0.309,0.157,0.0400771539
48289,0.306,0.152,0.0533277639
48291,0.287,0.184,0.0691540075
48293,0.346,0.191,0.0578539108
48295,0.299,0.145,0.033275961
48297,0.299,0.18,0.0347244345
48299,0.271,0.149,0.0515084621
48301,0.312,0.246,0.05
48303,0.281,0.201,0.0390438461
48305,0.313,0.215,0.0434632632
48307,0.31,0.195,0.0425790754
48309,0.303,0.188,0.0508507691
48311,0.313,0.187,0.0170098478
48313,0.307,0.206,0.0486699507
48315,0.33,0.178,0.0634005764
48317,0.299,0.196,0.0336662967
48319,0.283,0.149,0.0463917526
48321,0.334,0.228,0.0781434999
48323,0.301,0.383,0.1088435374
48325,0.318,0.196,0.04825957
48327,0.287,0.195,0.0466148724
48329,0.308,0.16,0.0283989169
48331,0.312,0.196,0.0616946505
48333,0.279,0.152,0.0440891473
48335,0.285,0.184,0.0448169689
48337,0.275,0.137,0.0392081491
48339,0.28,0.144,0.0437000887
48341,0.312,0.222,0.0349275998
48343,0.338,0.168,0.0766384778
48345,0.281,0.188,0.0447154472
48347,0.326,0.209,0.0537876948
48349,0.342,0.205,0.052400256
48351,0.305,0.161,0.0818359722
48353,0.307,0.194,0.0429654591
48355,0.32,0.212,0.0502453133
48357,0.305,0.187,0.0301151461
48359,0.317,0.155,0.0370751802
48361,0.31,0.146,0.07947211
48363,0.298,0.173,0.0510780669
48365,0.323,0.149,0.0479171497
48367,0.307,0.127,0.0453183834
48369,0.312,0.223,0.0311955047
48371,0.303,0.221,0.0416302766
48373,0.335,0.187,0.0644063887
48375,0.298,0.216,0.0394568192
48377,0.279,0.319,0.115983843
48379,0.301,0.137,0.0493601463
48381,0.267,0.129,0.0343992107
48383,0.301,0.221,0.0311890838
48385,0.298,0.19,0.0600375235
48387,0.309,0.178,0.0781312928
48389,0.295,0.256,0.0410441353
48391,0.306,0.215,0.0430372807
48393,0.294,0.105,0.0338600451
48395,0.305,0.188,0.0523382273
48397,0.278,0.12,0.0445811446
48399,0.277,0.21,0.0414201183
48401,0.354,0.172,0.0489619094
48403,0.288,0.171,0.1050291748
48405,0.334,0.212,0.0963431786
48407,0.306,0.165,0.05758843
48409,0.317,0.211,0.0618199326
48411,0.297,0.195,0.0460992908
48413,0.294,0.213,0.0299667037
48415,0.286,0.175,0.0334911653
48417,0.335,0.149,0.0274252968
48419,0.344,0.209,0.0582291488
48421,0.303,0.192,0.0322368421
48423,0.282,0.17,0.0517716994
48425,0.299,0.138,0.0502250652
48427,0.299,0.417,0.1350918655
48429,0.296,0.183,0.0431254347
48431,0.308,0.204,0.0273291925
48433,0.294,0.174,0.0390516039
48435,0.302,0.187,0.0351637765
48437,0.3,0.222,0.0615331729
48439,0.281,0.173,0.0498077154
48441,0.313,0.182,0.0420259613
48443,0.297,0.194,0.0415019763
48445,0.324,0.223,0.0436875892
48447,0.289,0.144,0.0393794749
48449,0.315,0.215,0.0628680688
48451,0.259,0.19,0.0403820865
48453,0.204,0.148,0.0401954957
48455,0.308,0.179,0.0598214286
48457,0.326,0.152,0.0800419892
48459,0.324,0.141,0.0509137682
48461,0.304,0.213,0.0315676833
48463,0.312,0.287,0.0572356057
48465,0.288,0.281,0.0569097399
48467,0.313,0.15,0.0524697769
48469,0.34,0.193,0.0414366421
48471,0.309,0.195,0.0537569772
48473,0.309,0.2,0.050300865
48475,0.306,0.213,0.0349766822
48477,0.302,0.156,0.0454774185
48479,0.315,0.351,0.0507445334
48481,0.316,0.216,0.0468118339
48483,0.295,0.153,0.0354745925
48485,0.289,0.184,0.0486907141
48487,0.296,0.193,0.0492382014
48489,0.291,0.369,0.1234482759
48491,0.287,0.132,0.0430085978
48493,0.276,0.161,0.0412039485
48495,0.309,0.193,0.0424458296
48497,0.32,0.137,0.0480379593
48499,0.3,0.154,0.0590548835
48501,0.286,0.195,0.0302261191
48503,0.273,0.163,0.0408046634
48505,0.3,0.356,0.0518370835
48507,0.297,0.384,0.1235721703
49000,0.2487042266,0.127,0.0378434581
49001,0.276,0.123,0.0394204852
49003,0.328,0.128,0.038502356
49005,0.224,0.111,0.032108534
49007,0.289,0.146,0.0517181933
49009,0.261,0.102,0.0418604651
49011,0.246,0.1,0.0355995597
49013,0.263,0.125,0.0359300146
49015,0.272,0.127,0.0522436592
49017,0.29,0.135,0.0862068966
49019,0.228,0.146,0.06237534
49021,0.23,0.138,0.0447619048
49023,0.279,0.125,0.0404816276
49025,0.233,0.122,0.0457972633
49027,0.288,0.128,0.0352804127
49029,0.225,0.095,0.0335731415
49031,0.249,0.164,0.0670995671
49033,0.268,0.12,0.0369261477
49035,0.251,0.126,0.0366586965
49037,0.256,0.214,0.0749910937
49039,0.247,0.136,0.0454053078
49041,0.307,0.122,0.0447294676
49043,0.136,0.085,0.0335721868
49045,0.31,0.126,0.0474213967
49047,0.284,0.134,0.0353509984
49049,0.232,0.118,0.034831808
49051,0.231,0.105,0.0365681032
49053,0.232,0.125,0.0431572785
49055,0.233,0.123,0.0937950938
49057,0.273,0.134,0.0433570285
50000,0.2436229374,0.111,0.0409959182
50001,0.235,0.095,0.0389857974
50003,0.248,0.11,0.0478689901
50005,0.291,0.116,0.0502283105
50007,0.209,0.084,0.0313152621
50009,0.275,0.148,0.0679033952
50011,0.282,0.106,0.0410423215
50013,0.261,0.101,0.0470095988
50015,0.249,0.107,0.0518827249
50017,0.261,0.103,0.0388525101
50019,0.299,0.117,0.0640259273
50021,0.28,0.114,0.048547329
50023,0.23,0.096,0.0403270389
50025,0.228,0.106,0.0424310966
50027,0.228,0.1,0.0374418605
51000,0.2733279661,0.165,0.0516455293
51001,0.366,0.204,0.064902646
51003,0.229,0.119,0.0439765952
51005,0.308,0.147,0.0602856358
51007,0.31,0.152,0.0525472605
51009,0.303,0.152,0.0541918429
51011,0.302,0.163,0.056622148
51013,0.169,0.113,0.0320631397
51015,0.304,0.13,0.0468366383
51017,0.31,0.155,0.0444191344
51019,0.306,0.123,0.0509130582
51021,0.294,0.129,0.0599379952
51023,0.258,0.113,0.0483481968
51025,0.345,0.214,0.0822590546
51027,0.295,0.196,0.1036322073
51029,0.331,0.188,0.0658379374
51031,0.326,0.155,0.0529285925
51033,0.297,0.16,0.0612314167
51035,0.31,0.172,0.0675083157
51036,0.364,0.183,0.057868552
51037,0.322,0.192,0.0673419621
51041,0.267,0.131,0.0509902553
51043,0.28,0.118,0.043182413
51045,0.292,0.131,0.0626769106
51047,0.302,0.144,0.049567404
51049,0.314,0.196,0.0606930038
51051,0.298,0.17,0.099064707
51053,0.326,0.156,0.0636210557
51057,0.295,0.183,0.0635717998
51059,0.199,0.103,0.0408164241
51061,0.255,0.117,0.0451163307
51063,0.268,0.146,0.0458911419
51065,0.295,0.129,0.042680197
51067,0.273,0.151,0.0529767544
51069,0.325,0.124,0.0465215154
51071,0.314,0.135,0.0603166929
51073,0.332,0.12,0.0484735974
51075,0.249,0.116,0.0474698566
51077,0.333,0.178,0.0773876404
51079,0.267,0.133,0.0435001005
51081,0.346,0.226,0.0670717457
51083,0.359,0.204,0.0780861244
51085,0.265,0.109,0.0453034155
51087,0.282,0.136,0.0506777198
51089,0.317,0.204,0.0771613016
51091,0.273,0.143,0.0383542538
51093,0.286,0.131,0.0526900492
51095,0.246,0.121,0.0496217047
51097,0.31,0.159,0.0577607446
51099,0.287,0.116,0.0526099803
51101,0.3,0.135,0.0517671047
51103,0.311,0.149,0.0757016248
51105,0.279,0.197,0.0818917097
51107,0.218,0.105,0.0420169378
51109,0.352,0.145,0.0506076154
51111,0.274,0.192,0.0595016735
51113,0.312,0.149,0.0402243809
51115,0.27,0.126,0.0464448169
51117,0.319,0.2,0.0774509031
51119,0.257,0.137,0.0507303593
51121,0.237,0.165,0.050468666
51125,0.277,0.148,0.0484106929
51127,0.316,0.115,0.0451388889
51131,0.353,0.202,0.0743421053
51133,0.256,0.159,0.0705342973
51135,0.356,0.208,0.0542253521
51137,0.281,0.135,0.0522360478
51139,0.295,0.155,0.0807750377
51141,0.308,0.177,0.0650437919
51143,0.331,0.17,0.0629890197
51145,0.309,0.109,0.0452728726
51147,0.298,0.203,0.0784253891
51149,0.352,0.152,0.0621105528
51153,0.252,0.135,0.048033599
51155,0.324,0.154,0.059806769
51157,0.264,0.126,0.0466242038
51159,0.295,0.185,0.0554864394
51161,0.265,0.108,0.0453255542
51163,0.243,0.141,0.0537056928
51165,0.279,0.123,0.0460294118
51167,0.311,0.175,0.0796851508
51169,0.327,0.175,0.0585117023
51171,0.263,0.143,0.0499061033
51173,0.273,0.173,0.0775592311
51175,0.331,0.165,0.050125587
51177,0.335,0.132,0.0531597589
51179,0.331,0.12,0.0524722046
51181,0.334,0.18,0.0608034745
51183,0.387,0.224,0.074260995
51185,0.288,0.162,0.0803328903
51187,0.275,0.132,0.0552961049
51191,0.307,0.146,0.05728478
51193,0.303,0.2,0.0632646313
51195,0.332,0.194,0.0937218176
51197,0.303,0.174,0.0638574212
51199,0.269,0.12,0.0501297808
51510,0.207,0.13,0.0374486514
51515,0.33,,
51520,0.292,0.18,0.0637865311
51530,0.283,0.186,0.0576516752
51540,0.262,0.183,0.042769435
51550,0.312,0.139,0.0526541684
51570,0.263,0.137,0.0573350051
51580,0.294,0.167,0.080239521
51590,0.35,0.236,0.0867403875
51595,0.322,0.276,0.0822622108
51600,0.227,0.127,0.0406448683
51610,0.264,0.116,0.0358954845
51620,0.343,0.251,0.0790055249
51630,0.296,0.176,0.0598668018
51640,0.287,0.202,0.072048032
51650,0.321,0.176,0.0669411568
51660,0.269,0.236,0.0607769164
51670,0.341,0.194,0.0866174056
51678,0.272,0.171,0.0794791199
51680,0.298,0.189,0.0634960367
51683,0.275,0.163,0.0493954322
51685,0.297,0.172,0.0452949836
51690,0.334,0.227,0.0994783234
51700,0.341,0.174,0.0622436378
51710,0.314,0.183,0.0635738375
51720,0.279,0.182,0.0783664459
51730,0.383,0.258,0.1064778201
51735,0.265,0.108,0.0452545569
51740,0.369,0.194,0.0713340975
51750,0.294,0.231,0.0663416954
51760,0.296,0.187,0.0612365169
51770,0.344,0.182,0.058694569
51775,0.239,0.136,0.051040559
51790,0.275,0.163,0.051623647
51800,0.299,0.152,0.057705105
51810,0.271,0.136,0.049364926
51820,0.3,0.168,0.0534207129
51830,0.274,0.16,0.0708170077
51840,0.265,0.175,0.0500655127
53000,0.2724482939,0.159,0.0624459604
53001,0.332,0.247,0.0776880777
53003,0.324,0.141,0.0597842835
53005,0.314,0.137,0.0765862874
53007,0.264,0.155,0.0635498047
53009,0.273,0.142,0.0859720108
53011,0.3,0.129,0.0785222274
53013,0.322,0.156,0.0770975057
53015,0.324,0.156,0.083931166
53017,0.294,0.176,0.07199917
53019,0.274,0.187,0.1170040486
53021,0.315,0.217,0.0846540091
53023,0.315,0.136,0.0677789364
53025,0.35,0.196,0.0765285554
53027,0.365,0.163,0.1036080406
53029,0.263,0.129,0.0686912053
53031,0.233,0.126,0.0821684588
53033,0.223,0.104,0.0460170053
53035,0.295,0.129,0.0629529466
53037,0.275,0.153,0.0711893216
53039,0.257,0.155,0.0832218908
53041,0.331,0.15,0.0922898326
53043,0.33,0.125,0.0606180666
53045,0.327,0.15,0.0853511935
53047,0.289,0.203,0.0737674068
53049,0.353,0.167,0.1012909633
53051,0.27,0.165,0.1029634437
53053,0.31,0.143,0.0720803324
53055,0.179,0.121,0.0521091811
53057,0.284,0.146,0.0735741042
53059,0.301,0.144,0.0871836079
53061,0.286,0.129,0.0514225437
53063,0.284,0.137,0.0714568215
53065,0.303,0.153,0.0944653229
53067,0.286,0.126,0.0664722748
53069,0.334,0.156,0.0993377483
53071,0.261,0.161,0.0651659186
53073,0.233,0.137,0.0664461285
53075,0.242,0.167,0.0550342264
53077,0.291,0.231,0.0892405169
54000,0.3411979584,0.239,0.0652001661
54001,0.347,0.235,0.0671966402
54003,0.357,0.21,0.0527275169
54005,0.354,0.234,0.0896998234
54007,0.312,0.22,0.0917517972
54009,0.349,0.193,0.0724057065
54011,0.333,0.205,0.0547557963
54013,0.345,0.251,0.0947867299
54015,0.363,0.248,0.1062260254
54017,0.353,0.214,0.0491313789
54019,0.345,0.259,0.0828029302
54021,0.39,0.272,0.0634287785
54023,0.369,0.205,0.0750853242
54025,0.337,0.244,0.0681788383
54027,0.337,0.229,0.0599623273
54029,0.38,0.197,0.0789672354
54031,0.357,0.223,0.0787313433
54033,0.332,0.212,0.0531609195
54035,0.305,0.213,0.0664596794
54037,0.325,0.179,0.0446712521
54039,0.317,0.198,0.0587662374
54041,0.362,0.22,0.062215478
54043,0.405,0.256,0.0942540995
54045,0.412,0.258,0.102935028
54047,0.401,0.32,0.1294420601
54049,0.344,0.205,0.059274361
54051,0.325,0.206,0.0758731714
54053,0.364,0.24,0.0936061882
54055,0.339,0.238,0.0745829244
54057,0.347,0.22,0.072082768
54059,0.405,0.27,0.1178575994
54061,0.274,0.2,0.0438151536
54063,0.318,0.206,0.05749377
54065,0.34,0.208,0.0569423829
54067,0.356,0.215,0.089555183
54069,0.293,0.195,0.0552202207
54071,0.353,0.215,0.0472799772
54073,0.378,0.201,0.0702811245
54075,0.322,0.217,0.0857142857
54077,0.355,0.21,0.0579034029
54079,0.325,0.169,0.0552090194
54081,0.345,0.225,0.0706387616
54083,0.356,0.219,0.0707232678
54085,0.339,0.224,0.0607496769
54087,0.37,0.238,0.0985175455
54089,0.377,0.236,0.0704631066
54091,0.364,0.206,0.0526180698
54093,0.359,0.215,0.0642201835
54095,0.342,0.202,0.0893155259
54097,0.362,0.205,0.066441679
54099,0.38,0.235,0.0676031607
54101,0.355,0.264,0.0859216255
54103,0.333,0.211,0.1028563581
54105,0.381,0.21,0.0946538124
54107,0.341,0.211,0.0587754672
54109,0.379,0.241,0.0940927218
55000,0.2940178874,0.149,0.0550718295
55001,0.313,0.136,0.087688734
55003,0.278,0.163,0.0759133127
55005,0.334,0.123,0.0607068253
55007,0.282,0.135,0.0953373274
55009,0.272,0.122,0.0492797465
55011,0.328,0.124,0.056898134
55013,0.288,0.146,0.0798828385
55015,0.293,0.099,0.0425105639
55017,0.285,0.117,0.0549115498
55019,0.337,0.142,0.0554639661
55021,0.334,0.109,0.0527315313
55023,0.294,0.125,0.0704033655
55025,0.222,0.112,0.0375443804
55027,0.277,0.127,0.0559952597
55029,0.278,0.117,0.0818333762
