GEO_ID,Unemployment
0500000US13289,3.1
0500000US13291,4.0
0500000US13293,6.7
0500000US13295,3.9
0500000US13297,4.8
0500000US13299,2.8
0500000US13301,6.7
0500000US13303,5.5
0500000US13305,6.3
0500000US13307,2.9
0500000US13309,1.9
0500000US13311,2.5
0500000US13313,6.2
0500000US13315,2.9
0500000US13317,4.3
0500000US13319,3.6
0500000US13321,4.7
0500000US15001,4.3
0500000US15003,3.1
0500000US15005,0.0
0500000US15007,3.3
0500000US15009,4.1
0500000US16001,3.5
0500000US16003,5.6
0500000US16005,4.4
0500000US16007,1.9
0500000US16009,5.6
0500000US16011,4.2
0500000US16013,2.6
0500000US16015,4.3
0500000US16017,2.9
0500000US16019,3.0
0500000US16021,1.8
0500000US16023,3.3
0500000US16025,2.8
0500000US16027,5.2
0500000US16029,1.5
0500000US16031,2.8
0500000US16033,3.1
0500000US16035,2.7
0500000US16037,1.8
0500000US16039,4.1
0500000US16041,2.4
0500000US16043,3.0
0500000US16045,4.4
0500000US16047,2.7
0500000US16049,3.2
0500000US16051,3.1
0500000US16053,3.2
0500000US16055,4.3
0500000US16057,4.9
0500000US16059,2.9
0500000US16061,3.5
0500000US16063,3.3
0500000US16065,6.1
0500000US16067,3.1
0500000US16069,3.6
0500000US16071,3.8
0500000US16073,5.0
0500000US16075,4.8
0500000US16077,4.0
0500000US16079,5.7
0500000US16081,4.5
0500000US16083,2.9
0500000US16085,2.8
0500000US16087,4.8
0500000US17001,4.1
0500000US17003,5.5
0500000US17005,3.3
0500000US17007,5.5
0500000US17009,2.4
0500000US17011,4.4
0500000US17013,3.2
0500000US17015,3.7
0500000US17017,5.7
0500000US17019,3.4
0500000US17021,2.9
0500000US17023,5.6
0500000US17025,3.7
0500000US17027,3.1
0500000US17029,4.5
0500000US17031,6.4
0500000US17033,3.7
0500000US17035,3.7
0500000US17037,6.4
0500000US17039,4.8
0500000US17041,3.4
0500000US17043,4.2
0500000US17045,5.6
0500000US17047,4.5
0500000US17049,3.3
0500000US17051,4.4
0500000US17053,4.6
0500000US17055,5.8
0500000US17057,4.4
0500000US17059,4.9
0500000US17061,4.7
0500000US17063,5.0
0500000US17065,2.4
0500000US17067,4.1
0500000US17069,9.2
0500000US17071,4.6
0500000US17073,3.2
0500000US17075,4.1
0500000US17077,5.2
0500000US17079,2.6
0500000US17081,5.4
0500000US17083,4.8
0500000US17085,3.0
0500000US17087,3.9
0500000US17089,4.8
0500000US17091,5.3
0500000US17093,3.9
0500000US17095,3.7
0500000US17097,4.7
0500000US17099,5.9
0500000US17101,2.1
0500000US17103,3.7
0500000US17105,3.5
0500000US17107,3.6
0500000US17109,5.3
0500000US17111,4.6
0500000US17113,3.2
0500000US17115,6.3
0500000US17117,5.8
0500000US17119,5.2
0500000US17121,5.5
0500000US17123,3.6
0500000US17125,6.0
0500000US17127,4.0
0500000US17129,3.7
0500000US17131,3.8
0500000US17133,3.1
0500000US17135,2.5
0500000US17137,4.3
0500000US17139,2.5
0500000US17141,4.2
0500000US17143,5.2
0500000US17145,3.3
0500000US17147,4.3
0500000US17149,3.8
0500000US17151,3.4
0500000US17153,5.7
0500000US17155,3.8
0500000US17157,2.7
0500000US17159,3.4
0500000US17161,4.9
0500000US17163,5.0
0500000US17165,7.0
0500000US17167,4.9
0500000US17169,3.3
0500000US17171,6.1
0500000US17173,3.3
0500000US17175,3.9
0500000US17177,5.4
0500000US17179,3.2
0500000US17181,3.5
0500000US17183,5.5
0500000US17185,5.4
0500000US17187,5.1
0500000US17189,3.5
0500000US17191,3.1
0500000US17193,4.8
0500000US17195,4.2
0500000US17197,4.7
0500000US17199,4.4
0500000US17201,6.8
0500000US17203,3.4
0500000US18001,3.5
0500000US18003,4.7
0500000US18005,3.4
0500000US18007,3.0
0500000US18009,4.8
0500000US18011,2.3
0500000US18013,3.3
0500000US18015,4.4
0500000US18017,4.7
0500000US18019,4.0
0500000US18021,3.9
0500000US18023,3.9
0500000US18025,3.4
0500000US18027,3.5
0500000US18029,4.8
0500000US18031,3.5
0500000US18033,4.1
0500000US18035,5.6
0500000US18037,2.0
0500000US18039,4.2
0500000US18041,5.1
0500000US18043,4.3
0500000US18045,4.8
0500000US18047,3.9
0500000US18049,3.7
0500000US18051,2.4
0500000US18053,4.7
0500000US18055,3.6
0500000US18057,2.6
0500000US18059,3.3
0500000US18061,4.1
0500000US18063,3.5
0500000US18065,4.6
0500000US18067,4.5
0500000US18069,3.3
0500000US18071,3.5
0500000US18073,4.0
0500000US18075,4.7
0500000US18077,4.3
0500000US18079,4.2
0500000US18081,3.7
0500000US18083,3.3
0500000US18085,3.4
0500000US18087,2.6
0500000US18089,5.9
0500000US18091,5.1
0500000US18093,3.4
0500000US18095,4.5
0500000US18097,6.1
0500000US18099,4.8
0500000US18101,3.3
0500000US18103,5.0
0500000US18105,4.1
0500000US18107,3.5
0500000US18109,4.1
0500000US18111,4.3
0500000US18113,4.5
0500000US18115,3.7
0500000US18117,3.2
0500000US18119,4.0
0500000US18121,3.7
0500000US18123,2.3
0500000US18125,2.4
0500000US18127,3.9
0500000US18129,2.9
0500000US18131,4.3
0500000US18133,3.5
0500000US18135,3.8
0500000US18137,4.1
0500000US18139,3.4
0500000US18141,4.8
0500000US18143,4.0
0500000US18145,5.1
0500000US18147,3.7
0500000US18149,5.4
0500000US18151,3.7
0500000US18153,2.9
0500000US18155,4.0
0500000US18157,3.9
0500000US18159,3.2
0500000US18161,3.3
0500000US18163,3.6
0500000US18165,3.4
0500000US18167,4.8
0500000US18169,3.6
0500000US18171,3.2
0500000US18173,3.0
0500000US18175,5.1
0500000US18177,4.2
0500000US18179,2.4
0500000US18181,3.4
0500000US18183,3.1
0500000US19001,1.8
0500000US19003,2.0
0500000US19005,3.1
0500000US19007,3.9
0500000US19009,1.8
0500000US19011,2.6
0500000US19013,4.2
0500000US19015,2.9
0500000US19017,2.2
0500000US19019,2.5
0500000US19021,3.2
0500000US19023,2.1
0500000US19025,1.6
0500000US19027,1.8
0500000US19029,2.1
0500000US19031,2.3
0500000US19033,2.7
0500000US19035,2.1
0500000US19037,2.1
0500000US19039,3.1
0500000US19041,2.2
0500000US19043,2.6
0500000US19045,2.9
0500000US19047,3.8
0500000US19049,1.6
0500000US19051,2.5
0500000US19053,3.4
0500000US19055,2.4
0500000US19057,3.6
0500000US19059,2.2
0500000US19061,2.7
0500000US19063,3.4
0500000US19065,2.7
0500000US19067,2.3
0500000US19069,3.4
0500000US19071,2.4
0500000US19073,3.8
0500000US19075,2.5
0500000US19077,2.1
0500000US19079,1.9
0500000US19081,1.1
0500000US19083,2.1
0500000US19085,1.8
0500000US19087,2.9
0500000US19089,2.4
0500000US19091,2.4
0500000US19093,2.4
0500000US19095,1.2
0500000US19097,3.0
0500000US19099,3.1
0500000US19101,3.9
0500000US19103,2.3
0500000US19105,2.7
0500000US19107,3.5
0500000US19109,1.2
0500000US19111,4.9
0500000US19113,3.0
0500000US19115,2.8
0500000US19117,3.2
0500000US19119,1.3
0500000US19121,3.3
0500000US19123,4.2
0500000US19125,2.7
0500000US19127,3.8
0500000US19129,2.5
0500000US19131,2.3
0500000US19133,2.4
0500000US19135,3.7
0500000US19137,5.2
0500000US19139,3.0
0500000US19141,1.8
0500000US19143,1.9
0500000US19145,2.5
0500000US19147,1.3
0500000US19149,2.4
0500000US19151,3.0
0500000US19153,3.8
0500000US19155,3.3
0500000US19157,2.8
0500000US19159,3.0
0500000US19161,2.5
0500000US19163,3.2
0500000US19165,2.2
0500000US19167,1.3
0500000US19169,3.5
0500000US19171,3.7
0500000US19173,2.1
0500000US19175,2.7
0500000US19177,2.2
0500000US19179,4.3
0500000US19181,3.7
0500000US19183,2.9
0500000US19185,1.7
0500000US19187,4.0
0500000US19189,4.3
0500000US19191,1.8
0500000US19193,3.5
0500000US19195,4.1
0500000US19197,3.8
0500000US20001,3.2
0500000US20003,2.3
0500000US20005,4.2
0500000US20007,2.0
0500000US20009,3.7
0500000US20011,1.5
0500000US20013,2.5
0500000US20015,3.4
0500000US20017,2.3
0500000US20019,3.5
0500000US20021,3.9
0500000US20023,1.0
0500000US20025,1.2
0500000US20027,2.0
0500000US20029,3.8
0500000US20031,3.0
0500000US20033,3.1
0500000US20035,3.6
0500000US20037,3.6
0500000US20039,1.7
0500000US20041,3.5
0500000US20043,3.2
0500000US20045,3.6
0500000US20047,1.0
0500000US20049,3.0
0500000US20051,2.4
0500000US20053,1.8
0500000US20055,3.5
0500000US20057,5.0
0500000US20059,4.0
0500000US20061,4.9
0500000US20063,1.2
0500000US20065,1.0
0500000US20067,3.5
0500000US20069,2.1
0500000US20071,0.7
0500000US20073,2.4
0500000US20075,1.3
0500000US20077,2.7
0500000US20079,2.3
0500000US20081,2.6
0500000US20083,0.9
0500000US20085,3.3
0500000US20087,4.6
0500000US20089,1.2
0500000US20091,3.0
0500000US20093,1.5
0500000US20095,3.5
0500000US20097,2.5
0500000US20099,3.3
0500000US20101,2.4
0500000US20103,2.9
0500000US20105,4.2
0500000US20107,3.7
0500000US20109,2.3
0500000US20111,4.5
0500000US20113,1.6
0500000US20115,2.8
0500000US20117,2.1
0500000US20119,1.6
0500000US20121,2.8
0500000US20123,1.7
0500000US20125,4.3
0500000US20127,1.7
0500000US20129,4.7
0500000US20131,1.2
0500000US20133,2.2
0500000US20135,2.1
0500000US20137,1.0
0500000US20139,4.9
0500000US20141,2.3
0500000US20143,2.8
0500000US20145,0.6
0500000US20147,2.0
0500000US20149,2.9
0500000US20151,3.2
0500000US20153,1.4
0500000US20155,3.2
0500000US20157,2.3
0500000US20159,3.5
0500000US20161,3.4
0500000US20163,2.6
0500000US20165,3.2
0500000US20167,4.2
0500000US20169,3.0
0500000US20171,3.4
0500000US20173,4.0
0500000US20175,6.0
0500000US20177,3.8
0500000US20179,0.9
0500000US20181,2.4
0500000US20183,2.1
0500000US20185,2.2
0500000US20187,0.7
0500000US20189,2.4
0500000US20191,3.7
0500000US20193,1.4
0500000US20195,1.0
0500000US20197,3.0
0500000US20199,4.4
0500000US20201,1.9
0500000US20203,1.7
0500000US20205,3.5
0500000US20207,3.5
0500000US20209,6.2
0500000US21001,3.2
0500000US21003,4.0
0500000US21005,4.8
0500000US21007,2.9
0500000US21009,4.5
0500000US21011,5.1
0500000US21013,4.0
0500000US21015,3.8
0500000US21017,4.7
0500000US21019,4.3
0500000US21021,3.0
0500000US21023,5.1
0500000US21025,5.1
0500000US21027,5.6
0500000US21029,4.4
0500000US21031,2.9
0500000US21033,4.5
0500000US21035,3.9
0500000US21037,3.9
0500000US21039,4.5
0500000US21041,6.5
0500000US21043,5.5
0500000US21045,4.7
0500000US21047,5.0
0500000US21049,4.1
0500000US21051,4.4
0500000US21053,4.3
0500000US21055,3.2
0500000US21057,3.4
0500000US21059,4.0
0500000US21061,5.0
0500000US21063,2.3
0500000US21065,6.7
0500000US21067,4.3
0500000US21069,5.6
0500000US21071,4.7
0500000US21073,4.8
0500000US21075,5.1
0500000US21077,3.5
0500000US21079,5.2
0500000US21081,3.6
0500000US21083,4.8
0500000US21085,3.8
0500000US21087,4.1
0500000US21089,4.9
0500000US21091,3.7
0500000US21093,4.6
0500000US21095,4.1
0500000US21097,3.9
0500000US21099,3.6
0500000US21101,3.9
0500000US21103,3.9
0500000US21105,3.4
0500000US21107,3.5
0500000US21109,5.7
0500000US21111,4.7
0500000US21113,5.2
0500000US21115,4.3
0500000US21117,4.4
0500000US21119,6.3
0500000US21121,5.7
0500000US21123,4.4
0500000US21125,5.3
0500000US21127,3.9
0500000US21129,4.5
0500000US21131,6.1
0500000US21133,5.7
0500000US21135,3.0
0500000US21137,5.6
0500000US21139,2.7
0500000US21141,4.0
0500000US21143,2.3
0500000US21145,3.0
0500000US21147,6.6
0500000US21149,4.3
0500000US21151,4.8
0500000US21153,5.0
0500000US21155,5.0
0500000US21157,3.7
0500000US21159,6.1
0500000US21161,3.7
0500000US21163,5.0
0500000US21165,5.5
0500000US21167,5.6
0500000US21169,3.6
0500000US21171,4.7
0500000US21173,5.0
0500000US21175,3.1
0500000US21177,4.3
0500000US21179,4.6
0500000US21181,4.3
0500000US21183,5.8
0500000US21185,2.6
0500000US21187,4.4
0500000US21189,3.2
0500000US21191,3.3
0500000US21193,7.0
0500000US21195,4.7
0500000US21197,3.7
0500000US21199,4.9
0500000US21201,2.8
0500000US21203,5.7
0500000US21205,3.3
0500000US21207,5.2
0500000US21209,3.7
0500000US21211,3.2
0500000US21213,3.3
0500000US21215,4.5
0500000US21217,4.8
0500000US21219,4.3
0500000US21221,5.5
0500000US21223,9.2
0500000US21225,4.7
0500000US21227,4.4
0500000US21229,3.5
0500000US21231,5.8
0500000US21233,3.7
0500000US21235,4.8
0500000US21237,3.7
0500000US21239,2.9
0500000US22001,5.3
0500000US22003,4.3
0500000US22005,4.0
0500000US22007,4.5
0500000US22009,4.3
0500000US22011,3.8
0500000US22013,5.2
0500000US22015,3.5
0500000US22017,4.1
0500000US22019,4.6
0500000US22021,5.8
0500000US22023,2.2
0500000US22025,3.6
0500000US22027,6.3
0500000US22029,4.7
0500000US22031,5.5
0500000US22033,4.6
0500000US22035,4.1
0500000US22037,2.8
0500000US22039,5.5
0500000US22041,5.1
0500000US22043,3.6
0500000US22045,6.9
0500000US22047,3.8
0500000US22049,2.6
0500000US22051,4.1
0500000US22053,4.9
0500000US22055,3.5
0500000US22057,4.4
0500000US22059,2.4
0500000US22061,6.2
0500000US22063,3.9
0500000US22065,6.8
0500000US22067,4.1
0500000US22069,6.1
0500000US22071,6.0
0500000US22073,4.5
0500000US22075,2.2
0500000US22077,4.9
0500000US22079,4.5
0500000US22081,4.3
0500000US22083,5.7
0500000US22085,5.0
0500000US22087,6.6
0500000US22089,5.3
0500000US22091,7.1
0500000US22093,5.0
0500000US22095,5.0
0500000US22097,3.0
0500000US22099,4.3
0500000US22101,6.2
0500000US22103,4.6
0500000US22105,6.0
0500000US22107,7.9
0500000US22109,3.1
0500000US22111,3.3
0500000US22113,4.9
0500000US22115,4.0
0500000US22117,6.6
0500000US22119,4.2
0500000US22121,4.3
0500000US22123,5.3
0500000US22125,4.7
0500000US22127,3.4
0500000US23001,3.8
0500000US23003,3.5
0500000US23005,3.1
0500000US23007,4.2
0500000US23009,4.0
0500000US23011,4.3
0500000US23013,3.5
0500000US23015,2.1
0500000US23017,4.2
0500000US23019,4.5
0500000US23021,5.1
0500000US23023,3.3
0500000US23025,5.3
0500000US23027,4.4
0500000US23029,4.6
0500000US23031,3.4
0500000US24001,5.0
0500000US24003,3.8
0500000US24005,4.0
0500000US24009,5.4
0500000US24011,4.9
0500000US24013,3.1
0500000US24015,4.3
0500000US24017,3.4
0500000US24019,6.5
0500000US24021,3.7
0500000US24023,3.3
0500000US24025,4.1
0500000US24027,3.3
0500000US24029,3.2
0500000US24031,4.1
0500000US24033,5.7
0500000US24035,3.0
0500000US24037,2.9
0500000US24039,3.4
0500000US24041,3.6
0500000US24043,4.5
0500000US24045,5.0
0500000US24047,4.6
0500000US24510,7.0
0500000US25001,3.8
0500000US25003,5.2
0500000US25005,5.3
0500000US25007,2.7
0500000US25009,4.7
0500000US25011,4.1
0500000US25013,5.5
0500000US25015,4.6
0500000US25017,3.7
0500000US25019,2.6
0500000US25021,4.3
0500000US25023,4.7
0500000US25025,5.4
0500000US25027,4.5
0500000US26001,4.1
0500000US26003,3.3
0500000US26005,2.9
0500000US26007,4.4
0500000US26009,4.2
0500000US26011,5.4
0500000US26013,2.4
0500000US26015,3.9
0500000US26017,4.8
0500000US26019,4.3
0500000US26021,4.7
0500000US26023,3.2
0500000US26025,5.0
0500000US26027,5.3
0500000US26029,4.5
0500000US26031,6.8
0500000US26033,5.3
0500000US26035,6.1
0500000US26037,3.3
0500000US26039,5.5
0500000US26041,4.3
0500000US26043,3.8
0500000US26045,4.3
0500000US26047,4.7
0500000US26049,6.8
0500000US26051,4.3
0500000US26053,4.0
0500000US26055,3.8
0500000US26057,4.0
0500000US26059,4.3
0500000US26061,3.9
0500000US26063,3.7
0500000US26065,5.7
0500000US26067,4.7
0500000US26069,5.4
0500000US26071,3.7
