,ONS ID,Constituency name,County name,Con2015,Lab2015,Firstparty2015,Con2017,Lab2017,Firstparty2017,Con2019,Lab2019,Firstparty2019,Leave
32,E14000551,Beckenham,London,57.28131467327828,19.43323156363338,Con,59.32984698818517,30.10846407127639,Con,53.96498862624865,25.76204134111364,Con,46.6
33,E14000552,Bedford,Bedfordshire,42.58343097686933,40.203098554875666,Con,45.2207095709571,46.84818481848185,Lab,43.013889769772305,43.320437200059196,Lab,51.9
34,N06000001,Belfast East,Northern Ireland,2.8249584194345045,0.0,DUP,1.039869433434367,0.0,DUP,0.0,0.0,DUP,51.9
35,N06000002,Belfast North,Northern Ireland,0.0,0.0,DUP,0.0,0.0,DUP,0.0,0.0,SF,49.6
36,N06000003,Belfast South,Northern Ireland,1.4939548733218677,0.0,SDLP,0.5628646607939595,0.0,DUP,0.0,0.0,SDLP,30.5
37,N06000004,Belfast West,Northern Ireland,0.09623821789464745,0.0,SF,0.0,0.0,SF,0.0,0.0,SF,25.9
38,E14000553,Bermondsey and Old Southwark,London,11.766879278158058,43.06549471064095,Lab,12.95432408878864,53.2475521607628,Lab,16.511131962808154,54.120958798942254,Lab,26.1
39,S14000008,"Berwickshire, Roxburgh and Selkirk",Scotland,36.00603219593735,4.90570151531669,SNP,53.87553230087651,8.629480397960549,Con,48.445790840326644,4.7284837993452,Con,43.3
40,E14000554,Berwick-Upon-Tweed,Northumberland,41.07315142369443,14.946936150211512,Con,52.461385388041315,24.552260020847154,Con,56.869077869339094,21.639079531691564,Con,55.3
41,E14000555,Bethnal Green and Bow,London,15.248280553246163,61.1952989192049,Lab,12.663602173004595,71.82448809026327,Lab,10.779036359433308,72.73868102110234,Lab,30.9
42,E14000556,Beverley and Holderness,Humberside,48.148148148148145,24.98244015414697,Con,58.411517308314465,33.1733707178547,Con,62.10078069552875,23.91020133726794,Con,58.7
43,E14000557,Bexhill and Battle,East Sussex,54.7738056430874,14.120395523198956,Con,61.96865751950498,24.699018025289213,Con,63.6115952820131,19.513309529047433,Con,57.7
44,E14000558,Bexleyheath and Crayford,London,47.25420624928465,26.212658807370953,Con,55.57325897895505,35.49536391599726,Con,59.78818850298293,29.48943254867502,Con,65.3
45,E14000559,Birkenhead,Merseyside,14.857960351522584,67.6170038830983,Lab,18.42292100863431,76.85683530678149,Lab,13.087953885043351,59.037539275673886,Lab,51.7
46,E14000560,"Birmingham, Edgbaston",West Midlands,38.292204489865114,44.84537330782457,Lab,39.45473722828579,55.31505090342108,Lab,36.86212436212436,50.125212625212626,Lab,47.3
47,E14000561,"Birmingham, Erdington",West Midlands,30.83554376657825,45.62334217506631,Lab,38.38568396163044,57.96007201010291,Lab,40.07777683158761,50.29946918731727,Lab,63.0
48,E14000562,"Birmingham, Hall Green",West Midlands,17.70394932619139,59.828678314840786,Lab,15.096667280427178,77.59712760081017,Lab,13.949840297858668,67.82899586097409,Lab,33.6
49,E14000563,"Birmingham, Hodge Hill",West Midlands,11.46957771875533,68.3959160798265,Lab,14.182868474371684,81.05789541751088,Lab,14.981223473990624,78.65475634957669,Lab,51.5
50,E14000564,"Birmingham, Ladywood",West Midlands,12.740839737164494,73.62735271188329,Lab,13.198731449875323,82.71237320550996,Lab,11.332446934802222,79.19416876394891,Lab,35.6
51,E14000565,"Birmingham, Northfield",West Midlands,35.71277171993123,41.62172346388451,Lab,42.68287183187517,53.20645801389014,Lab,46.30609309016659,42.500812102649775,Con,61.8
52,E14000566,"Birmingham, Perry Barr",West Midlands,21.495395055744062,57.43334949103248,Lab,26.53121252573704,68.12453333936692,Lab,26.756352765321374,63.09820390537879,Lab,51.2
53,E14000567,"Birmingham, Selly Oak",West Midlands,29.00384156841966,47.65311078730075,Lab,31.905685413902212,62.94988261712769,Lab,30.929710716235064,56.02522894050579,Lab,46.9
54,E14000568,"Birmingham, Yardley",West Midlands,13.99722971495225,41.62474787975991,Lab,19.828322322592243,57.07159228798706,Lab,29.804583157598763,54.7799803177281,Lab,60.1
55,E14000569,Bishop Auckland,Durham,32.49384345883368,41.399883216126334,Lab,46.916660890460015,48.076523185693496,Lab,53.714987166610875,35.94464903470595,Con,60.9
56,E14000570,Blackburn,Lancashire,27.27789267937908,56.27855178526785,Lab,26.896769441229086,69.76323266336946,Lab,23.99856938483548,64.91416309012875,Lab,53.7
57,E14000571,Blackley and Broughton,Greater Manchester,15.038262556585472,61.926061651217935,Lab,21.581532171615187,70.44599007802957,Lab,24.56108550416904,61.85457558651406,Lab,50.0
